# Missing entries are shown as -999 value.
Query,Refcode,ANG1,ANG2,ANG3,ANG4,R-factor,Study Temp.
2,IRONUY,90.225,89.775,90.225,89.775,4.360,293
2,ISAHEQ,114.315,114.813,109.180,107.631,3.910,123
2,ISPCCO,103.070,88.906,103.070,109.042,3.300,295
2,ITAZOS,120.711,106.123,118.843,107.915,2.430,273
2,IWOFUW,114.564,122.633,90.758,114.150,4.560,293
2,IWOHOR,110.544,100.459,110.544,116.341,2.870,293
2,IWOLUB,91.480,94.753,91.480,82.287,4.210,293
2,IYODAC,128.758,122.882,117.329,119.610,3.200,100
2,IYOKEO,121.057,101.984,102.856,113.619,4.030,100
2,IYOKEO,113.207,111.529,112.618,115.487,4.030,100
2,IYUDUD,96.907,84.247,84.085,94.773,3.140,123
2,IYUFAL,96.472,84.915,83.659,95.248,4.170,173
2,IYUFEP,84.486,84.845,93.187,97.570,2.940,173
2,IYUFIT,83.863,83.732,95.696,96.779,3.890,173
2,IZOJAK,130.169,128.554,86.183,86.632,3.530,110
2,IZOTUO,116.043,111.459,104.297,112.977,2.350,100
2,JABDUM,92.648,121.770,92.556,122.586,3.940,293
2,JAFYAR,104.425,110.812,104.425,121.019,4.570,200
2,JAJTOD,119.033,95.156,95.142,122.754,3.300,203
2,JAMRUK,83.362,124.187,82.937,120.176,4.600,295
2,JANGOX,88.174,120.369,110.759,121.874,2.820,120
2,JANGUD,91.056,122.965,104.489,116.254,3.480,120
2,JAPRUN,120.326,98.367,100.522,117.557,4.770,213
2,JATDOY,106.421,111.261,105.896,112.311,3.870,293
2,JATDOY,109.267,100.581,107.193,107.458,3.870,293
2,JAWSUY,111.428,102.495,81.603,107.039,3.190,150
2,JEHCOR,100.648,79.808,79.808,100.648,3.940,100
2,JELZEI01,94.058,88.090,93.259,85.100,4.640,293
2,JEXKON,84.162,141.888,84.162,120.500,3.710,183
2,JIMXEJ,112.597,109.890,80.243,125.208,4.750,193
2,JIXCEB,117.602,96.833,115.419,96.769,3.790,296
2,JIXCIF,96.537,129.795,96.537,111.437,3.230,150
2,JIXCUR,94.638,138.844,94.638,130.403,3.640,100
2,JIXCUR,93.386,89.579,93.386,89.579,3.640,100
2,JIZQIU,117.313,124.274,82.934,121.335,1.710,100
2,JIZQOA,116.334,106.691,83.495,106.680,2.770,100
2,JOFBEM,109.175,103.350,99.433,115.790,4.910,100
2,JOFBEM,112.624,104.568,102.735,112.382,4.910,100
2,JOGPIE01,111.259,95.729,125.616,96.864,4.060,140
2,JOGPIE01,119.220,96.537,126.136,94.927,4.060,140
2,JOYNEQ,111.183,113.283,93.963,116.501,3.200,213
2,JUHTIP,95.013,84.949,95.013,84.949,3.400,213
2,JUSGEJ,109.915,111.087,114.636,108.766,2.630,295
2,JUSGEJ,110.528,107.037,117.618,111.004,2.630,295
2,JUWPIA01,69.617,110.383,69.617,110.383,3.870,295
2,JUWPIA01,69.675,110.325,69.675,110.325,3.870,295
2,KACZEU,114.813,127.045,81.529,112.826,4.480,293
2,KACZIY01,114.057,107.192,81.015,105.920,3.280,187
2,KAFCOL,115.976,108.008,112.796,107.702,3.850,173
2,KAFFUV,93.508,87.679,92.948,86.569,3.790,296
2,KAHKAG,123.167,117.724,90.012,117.402,2.870,90
2,KAKYOK01,109.718,105.375,101.785,108.508,2.550,110
2,KAQHUI,97.010,129.872,97.010,121.758,3.840,296
2,KAQQAW,110.487,118.558,107.169,100.813,4.610,298
2,KARDIT,81.328,81.693,90.962,106.052,4.980,100
2,KARWOS,123.752,82.322,128.171,116.846,2.620,100
2,KARWUY,119.652,109.921,126.079,83.090,2.510,106
2,KARXAF,91.789,86.782,86.833,94.129,3.660,100
2,KASJOE,121.419,95.177,122.869,94.408,3.450,296
2,KASQIH,109.735,117.015,91.962,112.289,4.040,100
2,KASQIH,112.230,115.122,92.772,107.076,4.040,100
2,KATHAP,94.211,124.836,94.211,120.268,4.400,293
2,KATHAP01,120.676,112.394,114.099,122.293,3.220,273
2,KAZQIN,119.095,109.454,117.351,110.768,3.700,293
2,KEFPIX,90.682,122.453,125.401,90.203,4.310,138
2,KEMSAW,104.589,114.279,108.306,114.553,3.500,295
2,KEMSAW01,104.625,111.584,108.216,103.177,3.220,273
2,KESQUX,126.189,116.777,104.480,116.777,3.170,173
2,KEVVAL,112.945,105.160,105.188,111.190,4.170,295
2,KEVVEP,112.336,110.333,112.336,108.242,4.180,295
2,KEZNIO,111.425,118.470,111.848,105.866,4.890,100
2,KICXAY,121.650,111.952,118.353,111.952,3.450,116
2,KICXAY,122.957,111.195,117.489,111.195,3.450,116
2,KICXEC,117.179,117.802,113.703,117.802,4.900,116
2,KICXIG,96.865,112.632,96.865,107.938,2.710,115
2,KIDHOX,106.823,107.718,106.823,110.633,2.410,293
2,KIFLAO,110.413,94.823,114.187,94.828,4.560,173
2,KIGHAK,114.681,106.835,111.665,109.244,4.100,293
2,KIJQAY,114.787,106.990,114.524,106.514,3.130,100
2,KIKKIY,115.605,114.185,101.970,108.927,4.500,295
2,KIKKIY,115.923,114.168,101.885,107.469,4.500,295
2,KIRBOF,108.353,96.484,94.310,108.391,3.450,173
2,KIRBOF,109.353,95.755,95.899,111.551,3.450,173
2,KIRCEW,98.636,83.905,84.443,99.016,3.200,173
2,KIVKIJ,122.691,94.113,94.915,121.809,2.800,295
2,KIVMOU,111.571,110.668,106.520,121.048,4.010,100
2,KIVZAS,112.911,112.734,99.029,117.273,2.830,296
2,KIZJEL,112.550,106.264,106.315,110.805,2.110,293
2,KIZPAM,91.436,88.564,91.436,88.564,4.460,298
2,KOCVON,113.669,104.966,104.966,113.669,4.000,295
2,KOCVON,113.703,104.931,104.927,113.701,4.000,295
2,KOCVON,114.235,104.316,104.317,114.235,4.000,295
2,KODYIL,97.045,120.717,97.045,121.054,4.200,295
2,KOHXEL,98.881,117.360,108.146,104.610,4.710,150
2,KOKZOC,94.329,84.910,94.329,86.471,1.940,100
2,KOMZIY,110.796,110.797,108.114,108.114,3.230,120
2,KOSTET,111.958,108.897,107.867,113.003,4.790,100
2,KOZYED01,83.930,113.379,122.922,115.554,3.740,293
2,KUBGOE,113.133,100.438,79.662,110.816,4.240,113
2,KUVKAP,71.461,130.251,71.461,134.540,2.310,100
2,KUWVOP,117.861,116.780,81.883,114.205,2.020,120
2,KUWVUV,117.356,114.440,81.703,118.427,2.670,120
2,KUWWAC,118.291,114.569,81.871,115.224,4.130,120
2,KUYHES01,109.384,118.255,80.759,114.215,4.310,120
2,KUYHES02,109.394,116.095,81.053,115.466,2.320,120
2,KUYNAV,105.091,113.076,104.387,104.417,4.180,100
2,KUYSED,112.168,82.423,113.326,118.119,4.400,298
2,KUYSED02,112.213,112.213,113.625,113.625,2.790,173
2,KUYZOV,112.715,103.546,108.205,113.980,3.850,150
2,LACGUU,85.728,99.035,96.591,129.218,3.320,150
2,LADWIY,113.528,119.775,79.703,116.182,5.000,295
2,LADWIY,116.260,117.680,81.075,117.419,5.000,295
2,LAJYUR,107.581,141.408,107.581,97.955,2.600,295
2,LAKDIK,112.805,120.538,89.098,118.511,4.460,213
2,LALSUM,87.647,93.536,86.323,93.339,3.900,295
2,LAPFEQ,86.194,94.045,85.717,94.254,4.710,88
2,LAPFEQ,86.279,94.045,85.756,94.154,4.710,88
2,LAPMIY,122.054,122.123,93.738,95.599,3.480,295
2,LAPMIY01,96.316,95.165,112.455,123.068,2.290,173
2,LARRII,108.877,111.497,112.117,113.582,4.340,293
2,LASPIF,114.031,109.249,91.680,109.868,2.880,198
2,LAWQAE,76.742,107.683,94.982,111.260,3.450,150
2,LAWQEI,96.711,92.546,96.897,83.389,3.450,150
2,LAXPIM,93.250,113.684,97.480,123.273,4.660,295
2,LAYFEY,112.297,111.377,107.912,111.287,4.770,293
2,LECFIL,80.988,81.004,98.690,99.325,3.210,100
2,LECGEI,95.150,82.182,81.565,101.047,3.950,130
2,LEPJAT,125.519,105.085,115.180,106.539,2.780,295
2,LESSAG,94.413,97.131,84.294,83.273,4.710,293
2,LESSAG,96.061,95.281,83.957,83.558,4.710,293
2,LESSEK,83.131,82.113,103.269,102.476,3.400,98
2,LEVGEZ,110.374,108.553,108.553,110.374,4.390,173
2,LEWJIH,121.332,95.030,96.828,121.090,3.030,193
2,LEWJIH01,121.506,95.184,95.184,121.506,2.310,190
2,LEWNIN,99.957,119.731,65.161,120.517,2.760,93
2,LEWNOT,101.362,111.534,97.899,112.359,4.220,93
2,LEYMIO,93.415,86.219,86.261,94.171,1.760,100
2,LEYMOU,93.896,86.404,86.860,92.794,2.460,100
2,LEYMUA,85.555,94.147,94.621,85.680,2.580,100
2,LEYMUA,85.626,94.587,93.992,85.710,2.580,100
2,LEYNEL,97.904,83.874,86.238,95.919,2.700,120
2,LEYNOV,93.477,87.375,87.183,91.959,2.430,100
2,LEYNOV,94.334,86.671,87.278,91.676,2.430,100
2,LIFJAN,118.279,111.017,86.239,112.710,3.100,295
2,LILQIG,110.375,102.857,105.951,121.169,4.900,193
2,LILZAI,97.865,82.135,97.865,82.135,3.930,150
2,LIMTEG,117.105,110.438,102.765,108.602,3.540,295
2,LIMVUY,112.591,114.528,103.011,108.737,3.900,295
2,LINBEQ,101.543,105.824,101.543,102.808,4.890,100
2,LIPSEK,115.137,111.959,109.178,107.322,3.700,173
2,LITMIN,103.258,103.365,103.258,118.748,4.200,173
2,LITMOT,114.386,97.547,114.386,118.440,3.510,100
2,LIXSIU,113.376,104.719,114.060,111.546,3.450,295
2,LIXSIU01,114.294,106.121,114.980,111.384,4.610,295
2,LOGRUW,106.566,109.781,117.487,113.630,2.910,296
2,LOJGAV,112.276,114.939,100.630,118.006,3.310,100
2,LOLNUW,126.113,101.190,83.207,103.603,3.740,293
2,LOLPAE,106.802,81.479,106.802,117.637,3.520,293
2,LOLPAE,107.768,80.496,107.768,117.287,3.520,293
2,LOMCEV,79.930,103.943,79.782,123.773,4.740,188
2,LOPREO,100.411,81.002,81.118,97.800,4.580,198
2,LOPYAR,86.595,93.405,86.595,93.405,3.940,100
2,LORLEK,106.429,107.922,106.429,117.605,4.020,173
2,LOXSAS,111.423,113.813,97.590,112.254,3.270,298
2,LUGHUR,116.657,111.659,103.102,112.077,4.390,193
2,LUGJIH,103.467,119.040,108.207,104.923,2.000,105
2,LUGJIH,103.174,105.402,115.542,108.668,2.000,105
2,LUGJIH,120.804,112.206,105.259,105.188,2.000,105
2,LUGJIH,108.946,112.416,104.038,104.514,2.000,105
2,LUGJUT,110.194,100.629,133.867,102.886,3.440,193
2,LUGJUT,96.733,102.253,100.132,97.363,3.440,193
2,LUGJUT,106.033,115.026,110.464,102.228,3.440,193
2,LUGJUT,102.284,105.280,119.261,114.611,3.440,193
2,LUKSOZ,120.412,108.985,111.881,103.207,4.220,193
2,LUKSUF,114.286,112.879,108.097,114.761,4.610,203
2,LULRAM,108.788,118.399,103.238,116.302,3.210,100
2,LUMXOH,134.428,117.073,131.477,118.829,4.800,150
2,LUPRIY,92.939,134.277,92.388,126.234,3.350,193
2,LUWTUT,81.470,81.628,98.183,98.719,4.160,173
2,LUXKAR,115.641,117.752,97.300,112.036,3.010,150
2,LUYYEK,83.958,133.242,83.958,112.060,4.360,183
2,LUYYEK,84.518,133.384,84.518,111.798,4.360,183
2,MADWOE,85.877,93.893,85.989,94.124,4.350,158
2,MAKFEK,113.735,116.005,94.015,110.027,2.640,213
2,MAMTOJ,84.422,94.298,87.378,94.140,3.540,295
2,MAMYAB,116.539,114.026,97.913,112.291,3.310,293
2,MASLAV,131.272,90.621,97.611,120.203,4.770,100
2,MASLID,122.493,92.654,91.505,126.100,4.460,100
2,MASLOJ,124.883,91.564,92.950,123.798,4.820,293
2,MASLOJ,127.750,91.492,96.073,123.921,4.820,293
2,MASLUP,125.059,94.226,90.160,126.790,4.940,100
2,MASXOW,102.212,114.773,110.802,114.397,3.970,100
2,MAXFAT,118.793,118.160,121.071,116.028,4.330,293
2,MAXZES,99.821,120.772,80.916,123.066,3.330,100
2,MAXZES,98.956,124.099,81.304,125.811,3.330,100
2,MBSLCO,85.728,94.280,86.575,94.409,3.300,295
2,MECRUK,115.961,113.906,101.718,108.438,3.300,153
2,MEGKEQ,125.028,129.360,123.570,123.909,3.030,100
2,MEGKIU,80.690,115.956,114.395,110.215,2.310,100
2,MEKGOY,113.779,106.246,113.199,108.150,3.950,295
2,MEKGOY01,113.390,107.571,113.406,108.856,4.560,295
2,MEKGOY01,114.871,105.114,113.155,110.691,4.560,295
2,MEMQEA,90.650,121.857,125.238,91.647,3.500,200
2,MERECO,109.032,124.588,109.032,138.734,4.100,295
2,METGUN,117.835,107.043,102.889,111.576,4.230,173
2,MEWZUJ,112.806,107.362,117.525,105.884,4.080,190
2,MEXHEE,113.775,94.940,122.513,94.534,4.380,153
2,MICPCO,136.667,100.557,104.026,95.784,4.100,295
2,MIDREX,111.394,114.032,106.570,111.803,2.240,150
2,MIJBIQ,112.488,112.213,105.105,112.236,2.730,190
2,MIJBOW,116.302,109.074,107.468,108.391,4.470,190
2,MIJFIV,98.852,96.196,98.852,96.196,4.550,120
2,MIJKOI,112.728,103.360,113.625,109.908,1.490,100
2,MIJMEA,113.862,125.775,113.862,103.277,4.430,293
2,MIJMUQ,113.540,104.999,113.540,103.127,2.880,293
2,MIJXEJ,118.802,96.593,116.448,96.816,4.360,298
2,MIMBER,111.776,108.444,91.168,119.549,4.520,173
2,MINPCO,92.259,98.177,95.173,102.307,4.000,295
2,MIQGAW,84.766,119.212,119.141,84.770,3.780,173
2,MIZGEI,105.253,113.353,105.253,128.120,3.450,295
2,MIZSEU,65.845,142.816,65.845,136.303,3.600,193
2,MIZXAV,83.120,126.902,83.262,112.047,3.490,100
2,MIZXAV,83.386,122.604,83.150,114.416,3.490,100
2,MOSGAC,90.478,90.352,89.864,89.315,4.950,90
2,MOXQUM,117.719,122.929,111.401,84.626,4.030,262
2,MOXRAT,117.348,89.139,78.938,108.872,4.460,124
2,MOXREX,95.835,107.988,110.085,103.234,4.240,151
2,MOZQOI,102.779,109.486,102.779,105.542,3.340,213
2,MUGDAT,94.774,121.099,132.887,93.062,4.890,213
2,MULJUY,117.832,108.007,108.401,106.299,4.540,293
2,MULWIZ,114.506,79.632,116.666,77.683,5.000,293
2,MULWIZ,117.854,77.415,120.995,79.246,5.000,293
2,MUMPEP,116.273,108.085,101.637,110.855,3.170,173
2,MUNJOU,90.681,88.841,92.097,88.400,4.000,295
2,MUNJOU,90.700,90.047,90.136,89.382,4.000,295
2,MUQFOV,112.847,109.150,105.733,110.437,4.180,98
2,MUQFUB,109.279,116.950,109.279,105.248,5.000,98
2,MUQNES,114.584,111.307,78.447,118.102,3.590,153
2,NACCAW,119.439,105.174,103.921,109.385,4.560,293
2,NACCAW04,117.470,106.810,103.064,110.464,4.050,293
2,NAFHIO,86.131,94.363,85.228,94.109,4.300,100
2,NAHGIP,115.976,124.110,102.342,124.075,3.220,140
2,NAHGIP,117.798,96.220,105.228,95.129,3.220,140
2,NAJJOZ01,97.036,123.275,108.755,96.011,4.560,160
2,NAJJOZ01,99.155,125.312,108.458,95.738,4.560,160
2,NAKMIX,105.339,127.621,105.339,109.686,3.240,293
2,NAKMOD,107.218,104.588,125.520,104.716,2.950,293
2,NANJEU,119.731,119.804,91.538,107.810,3.260,130
2,NAPZAF,111.446,118.499,108.406,112.104,4.890,173
2,NASQEF,86.013,93.630,87.730,94.041,3.910,293
2,NAWJEA,107.837,107.607,114.617,103.898,2.540,295
2,NECMIT,109.348,105.852,103.998,112.885,3.980,120
2,NECMOZ,109.387,105.911,104.128,112.819,2.480,120
2,NELCIT,103.984,123.049,94.047,131.583,3.610,120
2,NEZHIK,91.320,105.541,128.981,109.336,3.990,173
2,NEZPEQ,118.940,117.556,92.153,109.653,4.920,133
2,NICTOL,107.335,105.108,91.092,136.860,4.110,100
2,NICTOL,113.641,92.091,92.204,110.905,4.110,100
2,NICVAZ,121.004,94.114,96.190,124.480,2.770,100
2,NIDDOV,89.125,90.875,89.125,90.875,3.720,293
2,NIHXEK,144.907,95.297,105.948,102.623,3.150,133
2,NIHYIP,136.551,95.538,100.570,110.096,4.200,123
2,NIMCES,115.229,103.595,115.229,115.348,4.060,203
2,NIMSUX,120.645,94.542,120.645,94.542,3.790,213
2,NIMSUX01,120.647,94.544,120.647,94.544,3.300,213
2,NIQKOP,114.991,95.132,122.118,95.112,3.860,100
2,NIQLEG,113.642,96.012,116.027,95.224,3.720,100
2,NIQMAD,93.916,126.169,93.821,113.100,2.980,100
2,NIQMAD,94.369,124.854,94.369,113.433,2.980,100
2,NIQMOR,82.271,82.834,97.400,97.484,2.690,100
2,NIQNEI,81.002,80.648,89.267,109.402,4.390,100
2,NIQNIM,98.384,99.008,81.397,81.306,4.740,100
2,NIQNIM,98.818,98.514,81.937,81.053,4.740,100
2,NIRRIP01,109.589,111.079,109.589,108.535,2.780,125
2,NIXRER,93.735,124.053,93.019,123.434,3.370,295
2,NIYVUP,113.489,103.604,106.601,106.290,4.160,120
2,NOLWER,94.590,106.888,119.289,114.970,4.370,110
2,NOLWER,98.073,111.665,118.041,111.858,4.370,110
2,NOLWER,102.128,121.290,105.122,107.400,4.370,110
2,NOQGEG,87.510,94.882,87.103,90.732,4.710,100
2,NORFAB,113.859,109.351,113.859,115.449,4.410,295
2,NOSQUJ,84.857,95.143,84.857,95.143,3.270,150
2,NOSRAQ,84.586,95.414,84.586,95.414,2.980,150
2,NSACCO,100.014,111.061,115.446,109.057,4.000,295
2,NUBHIB,116.271,103.802,116.271,111.002,4.880,295
2,NUCSOV,92.380,85.461,86.334,96.222,2.310,100
2,OBAPIT,99.812,102.687,113.091,122.220,4.790,100
2,OBIMOC,108.822,105.428,107.946,111.985,4.620,123
2,ODAPAL,113.960,106.039,113.960,118.749,3.910,100
2,ODIGOY,93.887,87.443,93.887,84.878,4.850,293
2,OFUHAZ,111.602,108.465,99.130,112.093,3.960,120
2,OHONOO,113.228,112.100,93.201,110.183,3.420,213
2,OHONOO01,113.228,112.100,93.201,110.183,3.420,213
2,OHOPIK,112.259,117.458,92.604,115.576,2.980,148
2,OJALOB,114.471,108.985,113.935,111.619,3.980,293
2,OJEMOF,92.419,130.284,116.498,95.739,3.300,100
2,OLECUD01,91.384,119.415,125.823,85.886,3.360,98
2,ONAXUY,84.750,91.199,92.619,91.424,4.840,120
2,OPIQEK,110.864,112.556,110.864,112.556,3.330,295
2,OPOFEG,120.288,113.153,93.480,107.332,2.960,100
2,OQEDIY,94.366,102.356,128.036,117.850,3.500,120
2,OQEDIY,107.410,113.283,106.184,111.305,3.500,120
2,OQEDOE,127.172,113.702,88.897,99.997,3.270,200
2,OROVEX,116.420,98.820,105.810,109.229,4.710,100
2,OROVIB,108.106,106.446,99.462,116.567,3.460,100
2,OROVOH,116.616,99.077,109.305,107.524,4.540,100
2,OROVUN,112.841,113.289,115.381,109.672,4.100,100
2,OSIQIR,113.673,113.735,102.361,113.366,3.050,100
2,OSIQUD,118.376,106.490,100.108,106.504,4.440,100
2,OVAKIG,111.916,105.232,101.741,109.408,4.500,293
2,OVUZEM,117.405,105.614,102.128,114.974,3.660,100
2,OVUZIQ,117.356,116.820,108.414,99.964,2.280,100
2,OVUZOW,104.711,115.575,108.647,106.800,3.200,100
2,OVUZUC,108.292,114.766,113.573,111.477,3.000,100
2,OWABAR,112.952,104.796,100.190,117.967,3.070,100
2,OWABAR,115.597,103.401,105.917,115.359,3.070,100
2,OWABAR,119.688,100.487,101.736,115.662,3.070,100
2,OWABEV,123.127,111.241,107.256,100.302,2.110,100
2,OWABIZ,111.269,115.208,108.101,102.091,3.120,100
2,OWAMUW,97.378,111.666,118.617,110.593,4.060,100
2,OWANAD,115.669,111.811,107.550,104.363,2.340,100
2,OWANEH,113.642,110.913,112.585,103.163,2.450,100
2,OWANIL,95.591,114.587,116.906,111.676,2.730,100
2,OWANOR,119.791,110.290,111.432,102.230,3.410,100
2,OWAPAF,108.981,109.925,108.732,112.243,3.070,100
2,OXIXAW,89.464,90.536,89.464,90.536,4.520,298
2,OXUTAD,105.503,113.166,118.965,104.617,2.480,296
2,PAFMUE,89.672,90.208,89.672,90.208,4.300,295
2,PAFZOO,114.275,110.816,110.048,106.672,3.310,120
2,PAKVEF,90.156,95.617,96.039,86.325,4.780,296
2,PALZUZ,109.763,115.174,108.425,106.910,2.650,296
2,PAQFOD,92.842,99.707,135.768,106.968,4.620,294
2,PASOCO,111.699,94.760,111.699,109.487,4.900,295
2,PATXIU,129.759,115.852,105.568,96.267,4.770,293
2,PAYMAF,111.994,108.406,105.158,112.491,4.510,296
2,PAYSUE,98.887,81.672,81.732,97.766,3.860,198
2,PAYVAN,98.166,81.581,81.327,98.809,3.900,117
2,PECZEF,87.716,87.653,96.644,88.328,3.690,150
2,PEDZAB,133.767,94.667,108.393,94.634,4.770,296
2,PELGEU,116.121,113.434,94.013,100.771,4.100,293
2,PEMPOP,119.090,103.605,111.716,109.356,3.880,293
2,PEQPUW,88.272,100.175,120.868,117.275,3.600,295
2,PEQQAD,88.460,118.670,121.544,97.559,3.100,203
2,PEQRIN,119.484,105.248,109.384,107.454,3.890,291
2,PEQRIN,121.559,106.962,104.187,106.872,3.890,291
2,PEQYUG,89.756,86.567,96.906,87.520,4.840,294
2,PEQYUG,91.486,86.240,96.120,86.857,4.840,294
2,PEVYAQ,96.020,94.310,84.936,85.064,2.400,295
2,PIBZEF,108.801,110.155,110.139,108.797,4.600,295
2,PIFZEM,121.283,112.902,90.838,111.209,2.380,150
2,PIGLAV,96.651,97.740,82.722,82.857,3.390,98
2,PIGLEZ,82.523,82.299,97.905,97.242,3.680,98
2,PIGLOJ,81.780,81.975,93.364,102.566,4.710,98
2,PINYUG,110.826,109.173,111.786,105.161,5.000,193
2,PIPMEI,109.470,107.385,88.552,121.833,2.540,123
2,PIPMEI,101.592,107.112,88.184,126.113,2.540,123
2,PIQSIR,95.139,104.514,96.447,102.339,4.000,295
2,PIVDII,110.896,117.555,91.849,113.346,3.430,291
2,PIYMES,118.393,107.338,107.977,104.959,2.320,100
2,POBWOU,98.854,81.494,81.436,98.230,3.390,100
2,POFVEO,105.501,121.895,105.501,111.193,1.640,150
2,POFVUE,106.046,119.909,106.046,110.565,2.070,150
2,POFYEO,105.730,113.425,108.402,112.504,4.020,295
2,POGDIB,107.404,118.237,107.404,109.827,2.260,120
2,POMFUS,85.504,93.208,87.670,93.726,3.300,295
2,POMQUE,111.496,110.319,100.811,111.124,3.110,100
2,POMQUE01,111.522,111.162,100.609,110.217,4.310,150
2,PONBID,90.214,92.052,90.214,93.091,4.370,123
2,POQLOW,96.194,89.053,85.900,89.321,4.800,295
2,POQLOW01,89.020,85.872,89.416,96.219,4.860,100
2,POQYOJ,123.127,92.565,93.346,123.627,3.420,193
2,POQYOJ,121.689,122.238,92.585,92.724,3.420,193
2,POQYOJ,123.549,120.036,93.556,92.759,3.420,193
2,POQYOJ,125.712,124.299,92.495,92.748,3.420,193
2,POQZEA,121.566,124.533,93.638,94.415,4.160,190
2,POQZEA,117.906,118.125,94.650,91.621,4.160,190
2,POQZEA,127.406,119.368,92.043,92.492,4.160,190
2,POQZEA,93.335,92.777,126.139,123.325,4.160,190
2,POWJUH,85.678,93.679,86.283,94.996,2.900,291
2,PRDMCO,118.472,112.444,87.752,110.056,4.400,295
2,PUBXIU,95.218,116.699,126.847,93.747,4.340,298
2,PUFBEY,112.493,121.122,97.097,119.306,4.380,150
2,PUFBEY,114.666,115.813,97.600,114.875,4.380,150
2,PURTUR,97.544,118.178,97.544,121.402,4.740,295
2,PYDSCO,118.494,113.839,117.920,100.646,5.000,295
2,QALTII,103.825,83.999,103.825,113.948,3.410,100
2,QANLUO,109.705,109.901,115.630,108.962,1.930,113
2,QANMAW,100.632,128.595,81.281,124.501,2.840,90
2,QANMIE,79.672,104.764,113.265,100.304,3.670,90
2,QANMOK,96.143,82.104,97.716,84.599,3.570,296
2,QANPED,116.175,115.580,126.124,84.253,4.710,90
2,QAZCIF,87.002,92.088,87.984,92.880,2.340,294
2,QEFXII,113.900,105.230,107.605,112.072,3.150,295
2,QELFOF,85.607,93.009,88.355,92.994,4.670,296
2,QERNIK,119.231,94.021,121.253,95.131,3.440,295
2,QERVOZ,106.641,116.502,111.901,108.766,3.010,173
2,QEVBAX,116.275,111.960,79.054,116.890,4.300,100
2,QIDNIC,91.514,91.699,83.962,93.036,4.400,293
2,QIDNOI,83.847,96.681,83.847,96.681,3.410,173
2,QIJSOU,122.006,94.973,131.214,95.970,2.290,203
2,QIJTAH,119.122,94.575,128.687,95.184,3.560,203
2,QIJTIP,111.563,95.692,125.923,96.775,2.420,293
2,QIJTIP,118.481,96.408,125.883,95.135,2.420,293
2,QIJTOV,126.654,94.325,118.183,95.150,4.470,203
2,QIJTUB,131.184,95.108,121.942,96.046,2.680,203
2,QIJVAJ,126.399,94.893,117.930,94.396,2.190,100
2,QIJYAM,103.332,113.339,104.521,115.761,4.880,93
2,QIJYEQ,107.484,108.514,92.198,108.514,4.250,133
2,QOBZAJ,94.114,128.531,94.385,115.274,4.200,293
2,QOCLAW,106.039,104.444,106.039,122.881,3.310,293
2,QOGCOF,111.031,110.628,111.031,115.952,4.180,294
2,QOKWUI,125.658,95.406,95.567,120.879,4.920,100
2,QOLMOU,95.828,92.511,78.420,93.327,4.490,296
2,QOMJUZ,106.646,121.969,116.127,123.785,4.900,293
2,QOMJUZ,106.841,123.679,112.724,126.490,4.900,293
2,QOPCOO,116.399,100.377,98.436,116.987,2.750,153
2,QOSPAQ,115.228,106.019,108.433,113.722,2.950,293
2,QOVTIG,91.880,109.512,113.267,118.997,4.090,240
2,QOVTOM,93.623,122.105,92.135,137.869,3.900,240
2,QOXLAS,114.898,108.322,91.117,112.366,2.310,100
2,QOXLEW,113.635,106.289,90.931,106.157,3.270,100
2,QOXYOT,110.872,110.359,108.911,109.757,4.320,100
2,QUDHAA,84.656,95.575,84.810,94.967,3.500,100
2,QUMQCO,113.321,110.592,100.286,112.495,3.400,295
2,QUQLAQ,107.381,116.500,109.988,110.373,5.000,180
2,QUWCUH,116.255,104.011,122.203,100.976,1.900,133
2,QUWDIW,107.744,113.777,118.732,101.956,3.280,133
2,QUWGIZ,105.533,117.569,105.533,117.412,2.250,133
2,QUWGIZ01,120.959,101.703,117.916,107.978,2.470,133
2,RAFJUE,113.663,107.116,77.817,109.594,4.320,293
2,RAMDIT,107.357,96.222,110.088,100.940,3.850,293
2,RAMDIT,115.352,95.384,106.540,108.028,3.850,293
2,RAMHET,96.782,108.964,96.067,114.116,3.230,298
2,RECVEB,144.691,112.400,81.394,109.647,4.110,200
2,REDRIE,114.006,112.795,83.508,115.533,2.660,102
2,REDXEG,115.522,112.731,109.233,114.016,3.660,100
2,REDXEG,115.600,110.928,112.006,112.011,3.660,100
2,REJCUG,87.147,94.022,86.450,93.189,4.620,200
2,REJCUG,87.430,93.444,86.374,92.758,4.620,200
2,REKRII,65.825,134.714,65.930,135.569,3.770,165
2,REKVUA,89.847,90.153,89.847,90.153,3.350,100
2,REKVUA,90.002,89.998,90.002,89.998,3.350,100
2,REKWAH,90.604,89.396,90.604,89.396,3.250,100
2,REMMEB,101.120,107.458,109.452,106.341,3.330,295
2,RESYUJ,101.300,102.714,101.300,111.213,3.650,295
2,RESYUJ01,101.153,102.556,101.153,110.946,3.700,293
2,REYRIZ,116.274,110.441,108.571,106.771,3.410,296
2,REYROF,108.162,111.559,108.162,103.778,3.040,296
2,RIGHOG,116.175,111.977,97.494,113.791,4.840,123
2,RIGHOG,117.160,109.129,97.164,105.957,4.840,123
2,RIGHOG01,95.226,111.554,116.045,112.187,3.420,150
2,RIPSEO,70.449,109.551,70.449,109.551,4.700,295
