# Missing entries are shown as -999 value.
Query,Refcode,ANG1,ANG2,ANG3,ANG4,R-factor,Study Temp.
1,JUVNET,87.207,89.818,93.158,89.886,4.200,295
1,JUVNIX,90.943,89.243,91.250,88.561,3.900,295
1,JUYCUB,89.915,89.622,90.928,89.584,4.100,295
1,KAQSAZ,88.835,90.460,90.772,90.014,2.790,150
1,KAQTEC,94.684,93.764,88.875,83.966,3.690,100
1,KAQTEC,84.170,89.749,89.473,96.614,3.690,100
1,KAQTIG,88.956,91.337,91.802,87.842,3.870,100
1,KASDOX,90.031,87.826,95.582,86.421,3.000,295
1,KASDOX,90.474,83.953,95.665,90.014,3.000,295
1,KASDOX,88.915,95.931,86.012,88.826,3.000,295
1,KASDOX10,90.039,87.816,95.570,86.427,3.000,295
1,KASDOX10,90.461,83.970,95.720,89.957,3.000,295
1,KASDOX10,88.932,95.930,86.000,88.822,3.000,295
1,KAVMAW,84.856,92.578,88.259,94.370,2.090,173
1,KAVMAW,85.462,91.081,88.333,95.025,2.090,173
1,KAWMIG,86.088,97.378,95.391,86.760,2.360,180
1,KAXSOU,96.002,92.294,90.244,81.461,2.700,100
1,KEBVUK,89.608,88.489,91.638,90.211,4.190,293
1,KECBUP,86.228,94.277,86.986,92.585,2.800,295
1,KEDDOP,90.604,90.697,89.570,89.485,4.790,200
1,KEFJOV,89.002,91.323,87.684,91.972,2.680,293
1,KEFJUB,88.209,90.956,88.795,92.087,4.860,293
1,KEQXUA,90.891,97.527,80.766,90.823,3.860,293
1,KERQUT,88.684,88.133,91.559,91.600,3.140,200
1,KETCIW,96.177,98.703,91.562,93.102,2.700,203
1,KETJOJ,98.381,87.856,86.903,87.153,3.110,153
1,KEVMAA,82.306,90.476,89.067,98.198,2.760,150
1,KEVMAA,82.499,89.757,89.227,98.537,2.760,150
1,KEZMOR,86.876,92.808,92.683,87.657,4.300,295
1,KIGFIP,87.900,91.529,90.401,90.734,3.200,295
1,KIGFIP,89.662,90.057,88.824,91.386,3.200,295
1,KIGFIP,89.137,92.130,91.469,87.624,3.200,295
1,KIHGEQ,82.255,88.002,99.148,90.580,3.140,100
1,KIHGEQ,89.770,98.429,89.216,82.445,3.140,100
1,KIHJOA,108.992,69.231,108.992,72.925,3.400,230
1,KIHLUI,76.452,98.091,86.293,99.611,3.200,295
1,KIHLUI,101.167,84.409,98.628,75.968,3.200,295
1,KIJDEN,91.676,86.696,88.047,93.610,2.550,193
1,KIJDEN,92.692,88.134,86.389,92.809,2.550,193
1,KIJDIR,83.021,96.089,95.807,85.094,2.400,193
1,KINDIU,85.700,93.589,87.903,91.783,4.500,160
1,KINDIU,88.660,91.079,87.433,91.844,4.500,160
1,KIVSEO,88.795,88.795,91.120,91.120,2.550,100
1,KIWPEM,91.322,90.568,91.419,86.689,4.730,173
1,KIXQAK,81.872,97.297,91.717,89.055,2.650,100
1,KOHXOU,88.674,91.507,91.360,88.316,3.590,295
1,KOJKOM,83.765,90.449,88.786,96.994,2.320,200
1,KOJLAZ,81.404,88.469,93.280,96.828,2.900,200
1,KOKPAE,90.339,89.448,91.199,89.123,3.120,120
1,KORCEZ,93.914,75.462,105.461,85.627,3.700,295
1,KUGFUP,87.792,90.356,94.291,87.484,2.010,100
1,KUGGAW,89.586,87.001,94.841,89.255,1.700,100
1,KUHNOS,89.677,95.534,95.935,86.325,2.000,100
1,KULXEU,87.522,93.797,94.092,84.469,4.600,295
1,KUNBIE,85.909,88.629,92.944,92.712,4.500,295
1,LACSEP,87.899,92.847,89.583,90.266,3.490,100
1,LACSUF,96.395,88.010,92.886,82.520,4.990,100
1,LACSUF,82.576,92.724,86.273,98.365,4.990,100
1,LAMSUN,89.274,88.091,91.599,91.044,2.400,295
1,LAMTAU,93.817,92.819,86.714,86.653,3.700,295
1,LAMTEY,93.580,86.420,86.420,93.580,2.400,295
1,LANSUP,87.477,98.239,81.660,93.000,4.600,296
1,LANSUP,87.660,96.887,82.276,93.551,4.600,296
1,LAPDAI,99.802,103.127,77.884,80.979,3.230,120
1,LAVCIV,88.448,90.578,90.516,90.962,4.000,293
1,LECRIU,123.135,126.945,87.764,90.262,2.700,295
1,LECRIU,121.565,127.647,87.342,90.597,2.700,295
1,LEFBED,90.835,94.579,86.260,89.361,3.500,295
1,LEFCOO,90.071,87.673,90.311,91.942,3.600,295
1,LIBSEV,91.575,87.943,87.005,93.436,3.140,180
1,LIDKOY,85.769,93.584,86.272,93.840,3.600,295
1,LIDKOY,86.208,92.465,87.929,93.302,3.600,295
1,LIHWEE,95.843,83.075,83.985,98.780,2.840,295
1,LIHWUU,77.559,97.127,87.326,97.759,3.000,295
1,LIHWUU,95.546,86.616,100.418,77.286,3.000,295
1,LIJJAS,92.758,87.402,100.407,79.497,2.330,173
1,LURZEF,92.382,88.576,92.382,86.689,1.710,150
1,MAHHUA,87.851,91.052,92.708,88.346,3.790,100
1,MAHHUA,88.007,92.053,91.240,89.557,3.790,100
1,MAHSUM,88.146,91.274,91.989,88.607,3.750,296
1,MAHTAT,90.647,90.539,92.877,86.346,2.920,140
1,MAJHAG,85.127,95.386,95.011,84.880,3.900,295
1,MAPLAR,87.964,85.746,91.743,93.703,4.950,293
1,MAPLAR01,88.044,85.607,91.752,93.736,4.300,295
1,MAVDAP,88.243,92.551,88.877,90.328,3.640,193
1,MECSOF,72.964,100.545,86.423,100.545,3.880,100
1,METCOE,91.216,89.971,88.694,90.205,4.300,173
1,METCOE,90.646,89.066,90.022,90.213,4.300,173
1,MIJMOI,83.711,85.653,95.927,94.698,3.610,298
1,MIJMUO,98.907,91.418,88.850,80.825,4.090,298
1,MIMXAH,86.846,93.715,90.219,91.139,2.780,120
1,MIQZES,96.903,80.140,91.329,91.617,3.620,100
1,MIZXAX,91.358,93.792,108.885,87.304,3.280,100
1,MIZXIF,100.037,89.002,87.776,102.929,3.970,100
1,MOLPOS,95.868,80.766,96.541,87.457,4.680,110
1,MOMDAV,99.825,85.298,79.591,95.548,1.790,150
1,MOMDID,83.413,78.112,102.861,95.514,2.080,150
1,MONWUH,90.032,84.820,92.193,93.007,2.530,110
1,MONXES,91.740,84.007,91.360,92.816,2.520,110
1,MOVLUE,86.864,90.270,90.802,91.704,3.270,153
1,MOWWUS,95.042,84.395,85.099,96.759,2.600,100
1,MPYRHA,89.042,91.028,89.298,90.624,5.000,295
1,MPYRHA,90.419,89.638,89.579,90.293,5.000,295
1,MPYRHA,89.171,90.235,90.289,90.259,5.000,295
1,MPYRHA,89.310,91.563,89.841,89.341,5.000,295
1,MUGZIY,90.725,96.290,79.184,94.140,3.050,150
1,MURHIS,88.206,92.132,93.596,86.372,2.220,140
1,MUXWAF,89.746,92.395,86.671,91.244,4.310,110
1,NACSAL,89.386,90.809,90.292,90.324,3.680,295
1,NADSIW,87.273,87.425,97.659,87.765,2.360,100
1,NADSOC,88.048,86.948,97.332,87.718,3.650,100
1,NADSUI,84.090,86.998,99.688,89.316,2.490,100
1,NAKSUP,91.576,86.674,90.347,91.374,2.600,100
1,NAMQOH,95.790,83.590,95.775,85.937,2.760,295
1,NATCIU,90.243,88.624,93.748,87.378,2.240,295
1,NATCOA,97.392,85.614,88.403,88.544,2.980,295
1,NEHJIW,95.451,93.421,81.850,90.868,3.210,100
1,NELWIM,86.992,90.377,89.563,93.927,4.520,100
1,NETWEP,82.227,93.271,97.763,86.720,4.290,207
1,NETWEP,95.707,97.551,85.161,81.742,4.290,207
1,NICJAK,89.672,88.439,91.191,91.878,3.400,295
1,NICJAK01,89.672,88.439,91.191,91.878,3.400,295
1,NIGCUB,90.919,91.316,88.044,89.727,2.890,295
1,NIPREK,95.319,100.276,89.888,78.627,4.300,125
1,NIPREK,96.701,98.758,91.112,75.762,4.300,125
1,NIPXER,95.811,97.742,83.144,83.439,4.960,100
1,NIRSUD,101.691,91.686,96.790,69.835,3.240,213
1,NITMEJ,87.887,89.333,90.803,91.122,4.890,153
1,NIYJIP,76.248,99.232,88.734,96.191,2.670,150
1,NOCNOL,89.327,88.630,91.299,90.703,3.340,100
1,NOCPAZ,100.639,87.309,88.518,83.531,3.120,100
1,NODGIX,88.288,92.283,91.217,88.219,3.230,180
1,NODGIX,88.838,91.090,92.548,87.510,3.230,180
1,NOHTIO,88.672,94.089,94.388,87.661,3.740,123
1,NOMQAH,90.552,92.748,89.305,87.389,3.930,153
1,NOMQAH,91.319,91.163,90.151,87.376,3.930,153
1,NOMSIT,89.996,90.004,89.996,90.004,1.980,150
1,NONYIY,91.178,90.225,92.803,85.254,2.600,120
1,NONYIY,83.231,93.473,90.030,93.216,2.600,120
1,NOXNUL,98.143,81.266,93.022,88.928,2.650,200
1,NOYKUJ,91.447,85.509,95.714,87.289,5.000,173
1,NUCGID,79.707,92.489,94.243,94.097,2.580,100
1,NUCHAW,89.892,90.599,85.094,94.592,3.860,100
1,NUCHAW,89.918,90.644,85.198,94.378,3.860,100
1,NUCJEC,85.261,92.116,91.659,90.844,2.850,100
1,NUXSEG,106.028,96.426,79.302,78.818,3.200,110
1,OBOKIB,89.358,88.755,92.366,89.578,2.930,100
1,OCILOB,93.243,87.620,90.752,88.388,2.970,110
1,OFEXAZ,94.369,91.837,94.705,79.096,3.030,150
1,OFEYUU,98.342,89.437,91.255,81.045,2.350,123
1,OGOFOG,92.438,87.723,87.572,92.267,3.850,150
1,OGOFUM,92.042,88.208,87.872,91.818,3.430,100
1,OGOGAT,94.397,86.270,86.704,92.739,3.160,100
1,OGOGEX,91.629,88.986,89.222,90.128,3.900,150
1,OGOGIB,91.486,88.940,88.608,91.007,2.590,100
1,OHIJOE,89.084,90.611,88.813,91.764,4.300,98
1,OHIJUK,87.912,91.255,87.879,93.904,4.330,96
1,OHIKAR,86.969,99.773,90.957,83.132,4.100,96
1,OJEVAA,88.143,88.047,94.381,89.437,2.160,293
1,OJEWIK,89.143,89.877,90.364,90.522,2.190,100
1,OJIMID,87.382,96.261,98.025,86.133,3.330,173
1,OJIMID,88.265,95.288,98.198,86.466,3.330,173
1,OMASAX,88.857,95.295,91.388,84.461,2.500,150
1,OMATOL,89.755,92.932,88.587,88.856,2.630,294
1,OMELAU,92.955,91.350,88.860,86.797,3.610,93
1,ONEZIR,90.600,97.479,90.471,81.654,3.680,293
1,ONEZOX,98.367,90.767,83.134,88.070,3.460,295
1,OVOGIR,81.292,82.985,97.621,97.802,2.750,100
1,OVOGIR,81.725,82.780,98.318,96.867,2.750,100
1,OYUFOE,93.664,78.221,96.726,91.389,2.620,105
1,OYUGAR,91.515,79.120,101.631,87.616,2.260,293
1,OZIQEU,83.214,91.314,90.077,94.756,3.810,298
1,OZIQIY,83.790,90.999,89.876,94.653,2.580,298
1,PABKEI,90.135,89.865,90.135,89.865,2.900,295
1,PABKEI01,89.806,90.194,89.806,90.194,2.000,173
1,PAHSEW,85.065,93.059,90.646,91.724,3.900,295
1,PAMZAH,90.197,91.842,90.146,87.841,4.200,193
1,PAMZEL,89.106,92.171,89.904,88.974,4.460,123
1,PAMZIP,88.179,94.753,90.116,86.852,2.960,123
1,PAMZIP,89.548,93.691,89.452,87.342,2.960,123
1,PAMZOV,88.154,93.041,89.453,89.473,2.830,193
1,PANBAK,85.034,94.009,89.330,91.668,3.680,193
1,PARWEL,91.268,88.911,88.964,90.848,3.650,173
1,PAWVUF,91.624,87.402,91.369,89.508,4.830,150
1,PAYGIH,86.630,89.379,89.594,94.548,4.280,100
1,PAZMOS,98.615,81.656,82.208,97.621,3.860,200
1,PEMJAU,93.180,84.483,88.222,94.033,2.240,150
1,PEMMAY,90.657,88.595,94.167,86.612,2.270,293
1,PEVCEY,91.357,91.697,88.602,88.843,2.500,295
1,PEZSUI,91.423,91.535,89.142,88.795,3.400,295
1,PEZSUI10,91.424,91.533,89.144,88.793,3.400,295
1,PIHFES,86.594,89.915,92.182,91.465,4.080,173
1,PIHFES,86.645,91.666,90.928,90.886,4.080,173
1,PIJSEG,105.975,97.009,60.210,96.898,2.500,295
1,PIKTOU,83.896,84.709,98.096,93.025,3.450,163
1,PIKTUA,84.413,98.170,93.596,83.753,3.320,110
1,PIPMUW,100.144,94.473,80.931,84.519,2.420,295
1,PIVMOY,93.317,88.479,94.909,82.851,4.030,170
1,PIVMOY,93.517,88.195,94.515,83.317,4.030,170
1,PIVMUE,85.964,94.428,86.340,92.718,2.370,170
1,PIVRES,71.092,96.448,93.026,99.582,3.420,150
1,PIVRES,101.206,92.727,95.046,71.059,3.420,150
1,PIXMEO,95.831,69.397,104.313,90.933,3.300,173
1,PMBZRH20,88.625,88.379,91.765,92.058,4.600,295
1,PMPCRH,84.523,90.921,90.088,94.731,3.700,295
1,PMPCRH,84.210,89.680,90.861,95.305,3.700,295
1,POFJIF,106.122,83.103,87.882,85.771,4.220,100
1,POMGEE,79.183,93.895,91.182,95.848,3.370,100
1,POTPOD,91.890,85.740,91.641,90.805,4.690,200
1,POTPOD,93.119,85.819,88.117,93.021,4.690,200
1,POWPOG,91.026,88.917,89.767,90.599,4.570,295
1,PRPMSA,87.424,92.366,93.379,87.114,4.700,295
1,PUDBOF,87.674,93.794,87.901,90.638,2.200,153
1,PUDBOF,86.088,94.468,87.885,91.456,2.200,153
1,PUDBUL,87.317,94.387,90.495,87.790,1.800,153
1,PUDBUL,87.073,94.620,89.779,88.553,1.800,153
1,PUDJOO,93.671,94.645,82.110,91.423,4.330,150
1,PUJVAT,97.034,101.692,81.816,80.521,2.240,100
1,PUJVEX,88.823,90.377,89.736,91.172,4.900,150
1,PUJVEX,89.140,91.226,91.222,88.386,4.900,150
1,PUKSAR,85.705,95.090,92.839,86.393,3.920,100
1,PUTDEO,82.080,99.832,83.465,94.126,3.900,200
1,PUTDIS,89.017,85.171,95.837,89.905,3.250,130
1,PUTZIN,88.744,88.048,93.616,89.868,2.400,295
1,PUTZIN,90.571,88.004,91.752,89.702,2.400,295
1,PUWPOO,90.393,94.514,87.505,91.151,2.360,100
1,PUXMIF,90.116,92.979,85.315,90.598,3.830,100
1,QAKQIC,92.886,87.636,92.221,87.248,2.410,120
1,QAKQOI,92.623,91.238,85.028,91.114,2.310,120
1,QAKXUV,98.435,91.351,95.912,74.251,3.850,153
1,QAKYAC,89.594,98.136,73.577,98.922,2.820,200
1,QASHAV,100.446,79.453,79.230,100.885,3.400,100
1,QASLAZ,79.307,98.150,102.961,79.578,3.150,153
1,QASLAZ,79.723,102.105,99.134,78.992,3.150,153
1,QAXHOM,87.777,91.732,91.498,89.138,4.050,295
1,QEHSON,83.635,94.894,94.063,87.407,4.770,298
1,QEHSON,85.607,96.084,93.483,84.591,4.770,298
1,QETJAA,90.450,88.010,91.261,90.768,3.270,153
1,QETNUY01,96.538,81.857,94.616,86.946,3.550,293
1,QEVCAV,105.377,95.804,63.490,95.367,3.600,120
1,QIFBOZ,88.517,89.496,91.674,90.122,4.340,100
1,QIFBOZ,93.002,87.491,91.050,88.832,4.340,100
1,QIFGOE,95.285,88.136,97.303,79.278,4.030,200
1,QIFGOE,96.039,88.792,96.073,79.108,4.030,200
1,QIRGUW,93.460,131.656,66.040,83.345,3.320,150
1,QIVHIM,95.990,75.350,96.386,92.357,4.730,200
1,QIVLUC,88.453,90.012,85.753,95.766,3.790,173
1,QIWYIH,87.142,92.355,93.007,87.551,3.530,150
1,QODBAM,80.376,94.955,86.952,97.129,3.840,95
1,QONVUL,91.087,89.328,91.835,87.266,2.640,123
1,QOZSUU,101.072,86.266,98.636,74.194,3.360,193
1,QOZTAB,98.963,87.866,98.740,74.451,2.100,193
1,QOZTAB,100.698,87.679,98.011,73.618,2.100,193
1,QUNBAC,87.853,93.348,89.481,89.416,2.220,120
1,QUNBAC,88.743,91.785,89.538,89.967,2.220,120
1,QUNBEG,89.260,93.074,88.290,89.441,2.330,120
1,QUNBIK,87.804,88.976,90.135,93.167,2.420,120
1,QUNBOQ,87.951,92.645,89.486,89.909,2.360,120
1,QUNBUW,88.811,87.872,94.753,88.575,3.070,120
1,QUNCAD,88.207,88.105,88.638,95.047,2.260,120
1,QUNCEH,88.332,89.457,88.835,93.378,2.690,120
1,QUNCIL,92.850,90.540,88.160,88.424,4.560,100
1,QUNCIL,94.427,88.984,87.540,89.097,4.560,100
1,QUTGUH,85.957,97.868,86.404,89.544,3.790,165
1,QZRBUG,-999,-999,-999,-999,-999,-999
1,RACDEF,90.462,95.600,88.270,85.911,4.390,173
1,RAFCIM,86.994,94.434,84.648,94.034,3.710,200
1,RAFCOS,90.958,94.870,83.660,90.535,2.880,290
1,RAHRAT,92.972,88.856,96.573,81.674,4.700,203
1,RAHRAT,81.546,92.816,88.636,97.429,4.700,203
1,RAKRUT,82.855,82.774,94.009,100.200,4.790,100
1,RAYGUU,83.384,94.464,100.436,84.920,2.740,150
1,REFXUW,92.802,89.046,92.169,85.611,2.800,153
1,REFXUW,91.740,90.573,90.346,86.737,2.800,153
1,REHJOF,89.100,94.100,88.381,88.478,2.240,100
1,REHJOF,89.279,94.285,88.410,88.059,2.240,100
1,REHJOF01,89.410,94.082,88.498,88.083,2.630,260
1,REHJOF01,89.144,94.524,88.263,88.119,2.630,260
1,REHKAR,93.114,79.406,99.109,88.687,3.570,293
1,REHKAS,89.406,93.757,89.766,87.070,2.380,100
1,REHKAS01,89.140,94.368,89.216,87.290,2.410,260
1,REHKAS02,89.305,94.219,88.489,87.981,3.750,88
1,REHKAS02,89.601,93.469,89.083,87.836,3.750,88
1,REHTAA,86.464,98.495,89.490,85.984,4.430,153
1,REVQAL,86.722,94.362,90.067,89.152,4.210,295
1,RHCBIM,88.961,92.073,89.086,89.974,3.200,295
1,RHCBIM,78.668,93.182,91.327,96.839,3.200,295
1,RHMCOR,81.911,93.977,90.654,93.347,4.400,295
1,RHQUPC01,91.312,80.014,96.284,92.335,4.900,295
1,RISNEM,90.767,95.016,85.960,88.276,4.070,295
1,RITSIY,99.481,81.385,81.573,99.568,3.370,100
1,RIVPOB,103.875,78.935,79.175,98.031,2.570,150
1,RIVQAO,101.094,78.847,79.141,101.329,2.040,150
1,RIVQES,100.821,79.189,79.369,100.872,1.720,150
1,ROBBIU,91.374,87.957,96.031,84.921,2.400,153
1,ROCTOU,79.898,95.743,87.944,96.378,3.770,173
1,ROCTOU,96.955,87.281,96.215,79.468,3.770,173
1,ROCVEM,86.740,104.740,63.225,105.294,2.700,173
1,ROCVUC,86.963,99.617,76.700,99.617,3.020,173
1,RODDEW,97.493,93.593,75.433,94.439,4.110,100
1,RODDEW,97.646,93.943,75.815,93.747,4.110,100
1,ROGVEO,87.708,88.512,92.868,91.132,3.500,163
1,ROGVEO,87.822,89.095,91.898,91.820,3.500,163
1,ROHTUE,89.957,84.977,95.345,90.078,3.550,120
1,RUGVAR,101.755,77.729,89.924,90.534,4.650,100
1,RUHCII,90.761,90.458,92.257,86.688,3.150,130
1,RUQMEW,90.131,81.267,93.139,95.507,2.150,150
1,RUQMIA,91.809,89.515,91.985,86.698,2.180,150
1,RUWZIS,86.108,94.741,88.404,90.689,2.890,100
1,RUXREI,87.714,92.413,88.763,91.098,2.190,100
1,RUXREI,88.999,92.362,88.557,90.375,2.190,100
1,RUXREI,88.202,92.717,89.337,89.596,2.190,100
1,RUXREI,89.256,93.465,90.119,87.194,2.190,100
1,RUXRIM,90.210,91.926,89.385,88.410,3.260,100
1,RUXRIM,89.187,89.760,91.674,89.388,3.260,100
1,SACDIJ,93.126,97.254,94.604,75.009,2.900,295
1,SACLEQ,89.214,93.298,89.522,88.123,2.430,173
1,SAKNAV,88.233,90.363,87.841,93.738,3.660,123
1,SAMQIH,95.714,95.890,88.094,83.992,2.500,100
1,SAMQON,90.484,87.258,91.788,91.539,2.610,100
1,SATMIL,88.080,91.351,89.965,90.602,3.910,110
1,SATMOR,88.005,90.852,90.795,90.687,1.910,110
1,SAZNAL,90.313,94.449,91.356,84.002,4.140,150
1,SEBHEN,90.211,82.703,93.835,93.454,2.510,150
1,SEJHOG,80.004,93.075,97.664,89.210,3.690,173
1,SENWAK,90.896,89.514,89.732,89.863,4.190,173
1,SERDEY,90.758,88.716,90.263,90.189,3.200,295
1,SERDIC,89.106,90.894,90.894,89.106,2.900,295
1,SERFOK,99.659,85.652,83.617,91.035,3.600,295
1,SERGAX,89.351,91.397,89.033,90.250,3.200,295
1,SEWLIP,95.920,89.195,82.097,92.752,3.020,295
1,SIFCAN,89.880,89.451,92.544,88.275,3.650,100
1,SIFCER,88.942,89.026,95.123,86.875,3.680,100
1,SIKGAV,79.345,96.653,88.137,95.865,3.160,100
1,SIMLOR,83.712,95.370,96.436,86.791,2.450,100
1,SIPJOR,91.845,77.635,98.919,91.715,2.000,100
1,SOFDOH,91.227,84.828,94.181,89.404,3.800,150
1,SOFGAW,88.254,90.359,92.175,89.325,3.940,293
1,SOFGEA,89.105,86.554,93.657,90.865,3.620,293
1,SOGNEH,81.318,90.623,95.602,99.452,4.220,295
1,SOJBUO,91.339,83.873,94.000,90.692,2.990,295
1,SOKDIF,87.324,79.685,104.671,88.564,4.200,295
1,SOKYOG,87.011,84.407,92.003,97.334,3.700,295
1,SOKYOG10,87.011,84.407,92.003,97.334,3.700,295
1,SORKIT,92.907,88.762,86.449,91.891,4.710,295
1,SORKOZ,93.913,86.595,85.541,93.774,3.850,295
1,SOVSEB,89.848,88.286,93.852,88.032,4.200,295
1,SOWDIS,101.355,101.431,78.461,78.687,4.270,120
1,SOWDIS,101.695,101.178,78.161,79.062,4.270,120
1,SOWDOY,79.239,102.209,102.221,77.054,4.160,120
1,SOWDUE,78.102,78.700,102.790,100.159,3.250,120
1,SOWZUA,78.369,78.165,98.508,104.896,3.730,100
1,SUBFUS,82.569,93.833,93.804,90.198,2.510,150
1,SUBFUS,95.431,89.532,93.407,82.131,2.510,150
1,SULBUW,94.712,86.522,90.757,88.162,2.290,163
1,SULBUW01,86.442,94.897,87.539,91.301,5.000,296
1,SUPROK,89.698,87.433,92.587,90.280,2.040,295
1,SUQZOV,94.084,102.985,78.533,84.446,2.950,150
1,SUQZUB,82.887,77.610,101.553,97.934,2.560,100
1,SURFOC,84.890,95.307,85.370,94.091,3.650,296
1,SURFOC,85.294,94.821,85.144,93.878,3.650,296
1,SURGIX,86.183,93.416,83.676,96.297,4.300,297
1,SUVGEV,89.845,88.197,91.768,90.639,3.140,295
1,TABZEB,86.952,88.632,92.137,92.393,4.100,130
1,TACREV,100.699,81.967,81.129,96.302,4.550,120
1,TACREV,104.678,93.834,80.733,80.849,4.550,120
1,TANCAP,84.219,95.026,92.297,88.457,2.610,140
1,TAPMIG,89.983,86.933,91.942,91.140,2.660,295
1,TATQOW,90.614,94.366,88.283,86.685,2.620,100
1,TAVJUW,101.319,97.561,79.498,83.490,3.390,173
1,TEDXEG,91.811,90.581,92.440,85.459,4.400,125
1,TEFZAH,103.052,103.052,76.948,76.948,2.010,103
1,TEQHUS,91.535,92.298,93.700,82.530,4.720,295
1,TERBEZ,83.730,94.497,85.359,96.404,1.840,200
1,TERBEZ,94.715,86.185,94.392,84.724,1.840,200
1,TERBUP,85.108,93.303,86.067,95.534,1.980,200
1,TERBUP,96.027,85.998,93.144,85.153,1.980,200
1,TERHOQ,83.982,84.082,95.460,96.496,1.230,150
1,TESGAA,89.869,91.376,91.880,86.872,3.200,150
1,TESMUZ,105.592,89.071,76.008,89.367,2.850,223
1,TESMUZ,105.653,90.412,75.863,88.096,2.850,223
1,TESNAG,88.576,87.598,92.175,91.726,3.350,295
1,TIDSOO,95.331,96.101,82.978,85.693,4.180,295
1,TIJCAR,84.638,93.998,95.042,86.211,2.070,120
1,TIVPOD,80.738,92.829,96.538,89.889,3.800,153
1,TIVPOD,89.722,95.213,94.147,80.850,3.800,153
1,TIVVID,105.629,84.340,85.913,84.263,4.620,295
1,TIWWOL,82.738,97.694,82.856,96.584,3.410,295
1,TIXTIE,85.034,93.304,87.079,93.967,4.440,300
1,TIXTIE,86.070,93.704,86.011,93.715,4.440,300
1,TIXTIE,85.700,93.526,84.121,97.210,4.440,300
1,TIXTIE01,85.305,93.067,87.054,93.911,4.620,300
1,TIXTIE01,85.957,93.523,83.926,97.038,4.620,300
1,TIXTIE01,86.148,94.352,85.298,93.792,4.620,300
1,TMPRHC10,88.037,95.665,94.696,85.554,2.340,295
1,TOCREL,92.445,86.821,85.569,95.167,4.820,100
1,TOGGUT,85.673,94.349,94.803,85.392,4.320,150
1,TOGGUT,86.151,93.020,96.091,84.786,4.320,150
1,TOGHAA,87.938,90.328,91.353,90.378,2.320,150
1,TOLYAU,89.268,89.577,89.659,91.491,1.870,295
1,TOVBEL,87.453,98.117,92.373,83.121,2.700,295
1,TOXBIR,91.680,88.388,90.838,89.366,3.320,198
1,TOZJOH,88.083,91.104,88.257,92.167,1.500,295
1,TPPMRH10,84.254,97.871,88.603,89.402,4.700,295
1,TPPRHC01,85.280,97.732,96.448,84.451,4.700,295
1,TPPRHC02,85.287,97.809,100.395,86.104,4.200,295
1,TRHHGB,82.405,93.264,100.660,83.669,3.800,295
1,TUDLUA,90.754,91.431,84.332,93.531,4.230,293
1,UBIDUG,90.294,103.075,72.806,93.948,3.830,173
1,UBIFAO,86.012,100.392,91.049,82.566,2.700,173
1,UBIFES,88.051,102.650,85.199,84.428,4.280,173
1,UBIFES,91.585,99.661,85.300,83.923,4.280,173
1,UBUMEL,90.289,89.711,90.289,89.711,3.390,153
1,UCORAG,91.642,91.642,88.358,88.358,2.540,100
1,UDEHAP,80.907,99.584,99.363,80.452,2.660,152
1,UFEZEL,87.901,96.368,81.255,95.172,3.610,120
1,UFEZEL,94.986,89.979,93.853,81.102,3.610,120
1,UFIBER,92.322,88.234,89.616,89.819,3.080,120
1,UGIQAD,74.575,95.681,91.024,97.767,3.110,297
1,UGIQAD,85.580,93.820,90.128,89.816,3.110,297
1,UHOTUG,95.246,83.097,82.925,98.698,2.920,120
1,UJUHIQ,96.887,77.287,97.722,88.082,4.750,293
1,UKANIF,89.915,89.389,92.110,88.574,1.800,150
1,UKANIF,91.657,89.288,92.389,86.903,1.800,150
1,ULUHOZ,91.197,92.135,91.638,86.410,3.120,173
1,ULUJUH,85.859,95.153,89.823,88.820,4.120,100
1,UMIGUT,87.944,97.786,86.606,87.637,2.290,293
1,UMIGUT,88.035,96.175,86.748,89.190,2.290,293
1,UMIHAA,92.308,86.524,94.525,86.499,3.890,193
1,UMIHAA,91.838,85.917,95.929,86.629,3.890,193
1,UMUHUH,83.276,80.005,103.320,93.908,4.740,103
1,UPOLIV,88.351,97.058,83.771,90.693,3.410,200
1,UPOLUH,104.306,68.818,91.410,96.369,2.840,200
1,UQEHEF,95.512,90.025,89.203,87.914,2.840,100
1,UQEHEF,95.930,88.315,89.276,88.746,2.840,100
1,USIFUZ,82.787,93.707,89.586,94.308,2.430,100
1,USIFUZ,90.630,88.554,95.202,85.440,2.430,100
1,USIGAG,88.825,94.026,94.028,83.253,2.180,100
1,UXIDAI,80.755,94.269,89.717,95.257,3.450,293
1,UZIYEJ,90.913,88.751,88.279,91.172,3.180,120
1,VAPGIF,88.250,88.250,91.750,91.750,3.570,150
1,VASLUW,85.130,93.336,94.239,87.155,4.600,295
1,VASMIL,88.727,89.440,91.957,89.902,3.100,295
1,VASMIL01,88.850,89.670,91.810,89.703,2.320,180
1,VAVJUX,86.141,90.120,90.380,93.344,4.210,295
1,VAVJUX,90.009,87.546,90.559,91.902,4.210,295
1,VAVJUX,92.054,89.348,87.659,91.024,4.210,295
1,VAVJUX,92.961,88.487,88.383,90.213,4.210,295
1,VECCIP,106.318,95.694,64.218,93.850,2.660,295
1,VEDRUU,84.771,87.157,90.138,100.017,3.370,200
1,VEJFOG,97.656,96.597,88.463,84.238,3.680,100
1,VEMTAL,78.798,93.161,87.426,100.597,1.630,100
1,VESNUC,88.103,93.396,90.424,88.861,4.400,295
