Date_Time,Rainfall,Solar_Energy,Relative_Humidity,Temperature,ObjectId
2013/01/11 23:00:00+00,0,0,94.4,6.6,3700
2006/07/03 02:00:00+00,0,-3.1,72.8,20.1,3701
2006/05/23 01:00:00+00,0,-1,84.1,7.5,3702
2007/04/22 01:00:00+00,0,-2.4,62.4,10.6,3703
2013/08/30 16:00:00+00,0,84.1,84.2,19.9,3704
2007/12/14 03:00:00+00,0,-0.2,89.6,3.2,3705
2013/01/19 10:00:00+00,0,12.6,99.5,0.6,3706
2008/09/02 16:00:00+00,0.2,104.8,67.2,16.5,3707
2006/06/05 09:00:00+00,0,731.2,40.4,21.3,3708
2007/04/25 12:00:00+00,0,596.5,57.1,15.8,3709
2013/08/31 20:00:00+00,0,0,66.8,14.3,3710
2007/12/15 06:00:00+00,0,-0.4,75.9,3,3711
2013/01/19 20:00:00+00,0,0,89,0.6,3712
2006/07/05 08:00:00+00,0,318.6,72.8,21.9,3713
2006/07/26 10:00:00+00,0,690.2,32.5,31.9,3714
2007/04/25 14:00:00+00,0,644.3,53.6,17.1,3715
2013/09/03 08:00:00+00,0,143.8,100,16.5,3716
2007/12/18 03:00:00+00,0,-0.5,69.4,3,3717
2013/01/26 18:00:00+00,0,0,83.6,9,3718
2006/07/05 20:00:00+00,0.6,0.6,92.3,17.7,3719
2006/07/30 11:00:00+00,0,875,43.7,24.2,3720
2007/04/27 20:00:00+00,0,-2.5,70.6,15.8,3721
2013/09/11 03:00:00+00,0,0,90.2,12,3722
2007/12/26 14:00:00+00,0,57,79.4,10.1,3723
2013/01/31 07:00:00+00,0,0.1,82.6,10.1,3724
2008/09/03 18:00:00+00,0.6,4.6,78,14.4,3725
2006/08/02 00:00:00+00,0,-3.3,75.6,16,3726
2007/04/28 23:00:00+00,0,-2.3,65.3,12.6,3727
2007/05/06 07:00:00+00,0.2,26.6,87.2,12.7,3728
2007/05/15 13:00:00+00,0,712.7,63.1,18.4,3729
2007/05/21 08:00:00+00,0,206.4,73,12.9,3730
2007/05/23 11:00:00+00,0,858.5,44.3,24.9,3731
2007/05/27 17:00:00+00,0.8,40.2,87.1,10,3732
2007/05/31 05:00:00+00,0,115.8,87.3,12.5,3733
2007/08/06 12:00:00+00,0,830.8,47.8,22.5,3734
2007/08/14 05:00:00+00,0,8.5,89.6,16.2,3735
2007/08/14 09:00:00+00,0,80.8,95.6,16.7,3736
2007/08/16 18:00:00+00,0,79.8,62.9,16.2,3737
2007/08/18 06:00:00+00,0,72.4,83.2,15.9,3738
2007/08/20 19:00:00+00,0,1.2,68.3,16.2,3739
2007/08/24 14:00:00+00,0,638,41.8,26.9,3740
2007/08/24 18:00:00+00,0,54.6,60.2,21.5,3741
2007/08/26 16:00:00+00,0,350.3,44.3,22.3,3742
2007/08/27 16:00:00+00,0,256.1,46.6,20,3743
2007/08/29 05:00:00+00,0,21.7,90.4,11.4,3744
2007/09/11 21:00:00+00,,,,,3745
2007/09/12 20:00:00+00,0,-1.6,87.8,15.2,3746
2006/12/10 21:00:00+00,0,-0.1,88.8,11.8,3747
2006/12/14 20:00:00+00,0,-0.5,76.9,12.3,3748
2006/12/19 02:00:00+00,0,-0.8,91.9,7,3749
2006/12/21 01:00:00+00,0,-0.2,98.9,0.3,3750
2006/12/24 17:00:00+00,0,-0.4,85.6,5.4,3751
2006/12/25 10:00:00+00,0,19.7,84.9,6.2,3752
2006/12/27 12:00:00+00,0,138.4,76.1,7.9,3753
2006/12/27 22:00:00+00,0,-0.9,87.9,11.2,3754
2007/01/02 02:00:00+00,0,-2.6,75.6,7,3755
2012/12/10 03:00:00+00,0,0,92.6,3.9,3756
2012/12/13 05:00:00+00,0,0,95.4,-0.8,3757
2012/12/14 06:00:00+00,0,0.1,100,5.8,3758
2012/12/19 00:00:00+00,0,0,99,3.8,3759
2012/12/20 07:00:00+00,0.2,0,99.9,12.4,3760
2012/12/20 13:00:00+00,0.8,25.2,99.8,11.4,3761
2012/12/27 05:00:00+00,0,0.1,93.4,8.2,3762
2012/12/28 04:00:00+00,0.4,0,99.8,7.7,3763
2012/12/28 19:00:00+00,0,0,89.6,12.5,3764
2007/12/27 21:00:00+00,0,-0.7,82.6,11.2,3765
2006/08/02 12:00:00+00,0,425,45.2,22,3766
2013/01/31 22:00:00+00,1.2,0.2,86.3,9.1,3767
2007/12/29 00:00:00+00,0,0.3,87.3,7.4,3768
2013/09/18 12:00:00+00,0,279.4,52,17.4,3769
2006/08/02 19:00:00+00,0,11.6,61.6,17.7,3770
2013/02/01 06:00:00+00,1,0,100,5.8,3771
2007/12/30 03:00:00+00,0,-1.5,92.6,4.7,3772
2013/09/20 01:00:00+00,0,0,92.2,12.4,3773
2006/08/05 07:00:00+00,0,130.8,83.8,19,3774
2013/02/08 16:00:00+00,0,88.2,78.2,8.3,3775
2007/12/31 07:00:00+00,0,-0.3,84,7.2,3776
2013/09/21 08:00:00+00,0,111.8,94.8,16,3777
2006/08/10 02:00:00+00,0,-3.1,69.8,14.4,3778
2013/02/12 15:00:00+00,0,85.7,70.6,3.3,3779
2006/07/06 05:00:00+00,5.3,2.3,96.8,16.9,3780
2007/12/31 09:00:00+00,0,22.5,83,7.6,3781
2013/09/22 05:00:00+00,0,0.8,100,16.8,3782
2006/08/12 06:00:00+00,0,126.1,70.6,15.7,3783
2012/07/07 22:00:00+00,0.2,0,99.9,14.5,3784
2006/07/17 05:00:00+00,0,106.7,65.5,19.2,3785
2008/01/03 10:00:00+00,0,129.1,71.7,1.8,3786
2013/09/27 14:00:00+00,0,223,63.2,19.1,3787
2006/08/13 00:00:00+00,0,-2.1,68.6,14.6,3788
2012/07/08 07:00:00+00,0,170.6,93.2,16,3789
2008/09/04 06:00:00+00,0.6,27.9,93.9,12.6,3790
2008/01/06 04:00:00+00,0,-2,85.5,4.1,3791
2013/09/28 23:00:00+00,0,0,78.6,14.9,3792
2006/08/14 13:00:00+00,0,426,54.7,21.9,3793
2012/07/08 16:00:00+00,0,383.9,70.7,20.9,3794
2012/09/23 03:00:00+00,0,0,76.9,10.7,3795
2008/01/06 20:00:00+00,0.2,-0.5,93.8,9.1,3796
2013/09/30 02:00:00+00,0,0,84.1,14.9,3797
2006/08/18 17:00:00+00,0,155.9,70.4,18.8,3798
2012/07/08 19:00:00+00,0,39.7,93.6,16.2,3799
2008/09/21 18:00:00+00,0,-1.2,60.5,16.6,3800
2008/01/08 17:00:00+00,0,-1.2,75.1,10.2,3801
2014/03/16 17:00:00+00,0,186.4,89.1,11.4,3802
2006/08/21 02:00:00+00,0,-1.9,88,15.6,3803
2006/11/07 04:00:00+00,0,-0.2,99.3,5.5,3804
2012/09/30 23:00:00+00,0.6,0,98.5,14.7,3805
2008/01/13 11:00:00+00,0,20.2,75.5,11.2,3806
2014/03/20 04:00:00+00,0,0,90.8,9.3,3807
2006/08/22 04:00:00+00,0,-1.4,91.5,10.4,3808
2012/07/13 10:00:00+00,0,456.8,80.7,17.4,3809
2012/10/02 20:00:00+00,1.4,0,94.4,13.8,3810
2008/01/14 23:00:00+00,0,0.2,85.2,9.3,3811
2017/03/04 13:00:00+00,0,319.6,,,3812
2006/08/25 05:00:00+00,0,16.1,93.7,10.6,3813
2006/11/08 14:00:00+00,0,102,84.6,14.6,3814
2008/09/27 03:00:00+00,0,-1.4,92.8,8.3,3815
2008/01/15 12:00:00+00,0,154.7,83.8,10.4,3816
2017/03/05 14:00:00+00,0,422.8,,,3817
2006/08/25 15:00:00+00,0,179.3,53.5,20.1,3818
2012/07/14 03:00:00+00,0,0.1,95.9,14.3,3819
2012/10/09 09:00:00+00,0,63.8,93.6,11.3,3820
2008/01/23 05:00:00+00,0,-0.6,87.4,10.7,3821
2017/03/06 10:00:00+00,0,224.1,,,3822
2006/08/31 20:00:00+00,0,-2.9,77.4,17.8,3823
2006/11/08 22:00:00+00,0,-1.1,83.3,11.7,3824
2008/09/30 11:00:00+00,0,151.6,84.8,14.2,3825
2008/01/26 02:00:00+00,0,-1.8,82.2,8.6,3826
2017/03/06 23:00:00+00,0,0,,,3827
2007/03/08 01:00:00+00,0,-1.4,90.9,7.3,3828
2012/07/14 10:00:00+00,0.4,147.1,95.5,14.5,3829
2012/10/12 11:00:00+00,0,254.3,74.7,12.2,3830
2008/01/29 06:00:00+00,0,-0.4,82.6,9.1,3831
2017/03/12 07:00:00+00,0,3.8,,,3832
2006/09/04 04:00:00+00,0,-1,92.2,15.6,3833
2006/11/09 11:00:00+00,0,338.4,44.6,14.7,3834
2008/10/02 01:00:00+00,0,-2,77.6,9.1,3835
2008/02/03 06:00:00+00,,,,,3836
2017/03/12 08:00:00+00,0,29.8,,,3837
2007/01/08 08:00:00+00,0.2,8.4,89.4,7.7,3838
2012/07/15 07:00:00+00,0,301.9,64.9,16.7,3839
2012/10/14 13:00:00+00,0,404.3,47.4,17,3840
2008/02/06 10:00:00+00,0,205.9,62.9,9.9,3841
2017/03/15 14:00:00+00,0,465.1,,,3842
2007/04/03 04:00:00+00,0,-1.1,74.3,6,3843
2006/11/17 22:00:00+00,0.4,-1,82.3,5.4,3844
2008/10/03 16:00:00+00,0,98.2,49,11.8,3845
2008/02/09 20:00:00+00,0,-2.5,67.2,9.2,3846
2008/02/12 23:00:00+00,0,-1.8,92,4.6,3847
2008/02/15 04:00:00+00,0,-0.6,88.5,3.9,3848
2008/02/15 06:00:00+00,0,-0.7,91.3,3.2,3849
2008/02/15 20:00:00+00,0,-2,78.2,3.7,3850
2008/02/25 07:00:00+00,,,,,3851
2007/01/11 10:00:00+00,1.4,72.2,83.3,12.6,3852
2007/01/16 15:00:00+00,0,57.5,75.7,12.4,3853
2007/01/19 00:00:00+00,0,-0.7,93.2,12.2,3854
2007/01/19 11:00:00+00,0,93.7,84.1,12,3855
2007/01/20 02:00:00+00,0.6,-1.6,87.2,12.8,3856
2007/01/20 14:00:00+00,0,153.8,67.1,9.9,3857
2007/01/22 08:00:00+00,0,7.6,87,3.9,3858
2007/01/22 19:00:00+00,0,-3,59.4,3.3,3859
2007/01/23 09:00:00+00,0,140.2,64.3,2.7,3860
2007/01/24 02:00:00+00,0,-1.6,86,2.6,3861
2007/01/24 03:00:00+00,0,-1,88.7,2.8,3862
2007/01/25 09:00:00+00,0,147.5,73.4,3,3863
2007/01/26 04:00:00+00,0,-1,73.5,2.6,3864
2007/01/28 18:00:00+00,0,-1,80.4,8.4,3865
2007/01/31 08:00:00+00,0,55.8,73.3,7.7,3866
2012/07/20 11:00:00+00,0,401.9,45.2,21.8,3867
2012/10/16 05:00:00+00,0,0,78.6,11.3,3868
2006/11/18 07:00:00+00,0.2,10,80.4,5.1,3869
2007/01/30 13:00:00+00,0,131.5,63.6,9.8,3870
2012/10/18 21:00:00+00,0,0,95.7,11,3871
2012/07/21 04:00:00+00,0,9.7,92.6,13,3872
2007/04/06 01:00:00+00,0,-2.6,91.4,7,3873
2008/10/23 08:00:00+00,0,145.6,78.1,13.3,3874
2006/11/23 09:00:00+00,0.2,160.4,75.9,10.8,3875
2007/02/01 09:00:00+00,0,43.6,94.7,9.6,3876
2017/03/16 08:00:00+00,0,27.6,,,3877
2012/10/23 05:00:00+00,0,0.2,100,13.7,3878
2012/08/01 20:00:00+00,0,0.2,92.9,16.2,3879
2007/04/07 13:00:00+00,0,608.4,38.7,18.4,3880
2017/03/19 05:00:00+00,0,0.2,,,3881
2008/10/26 03:00:00+00,0.4,-0.4,94.4,14.8,3882
2006/09/05 16:00:00+00,0,213.9,62.1,24,3883
2007/02/01 11:00:00+00,0,84.4,90.1,11.3,3884
2017/03/21 06:00:00+00,0,0.1,,,3885
2008/10/28 01:00:00+00,0,-1.9,94.3,2.7,3886
2006/09/05 21:00:00+00,0,-2,86.8,18.7,3887
2007/04/08 13:00:00+00,0,721.2,41.2,18.5,3888
2017/03/21 11:00:00+00,0,503.8,,,3889
2008/10/29 21:00:00+00,0.4,-0.3,90.3,4.7,3890
2012/08/17 07:00:00+00,0,62.1,95.2,19.3,3891
2007/02/08 22:00:00+00,0,-2.5,84.3,1.7,3892
2017/03/21 20:00:00+00,0,0,,,3893
2008/11/03 01:00:00+00,0,-0.6,94.9,8.3,3894
2006/09/16 02:00:00+00,0,-2.4,85,11.9,3895
2007/04/13 07:00:00+00,0,146.6,79.9,10.4,3896
2017/03/22 17:00:00+00,0,111.5,,,3897
2012/10/31 06:00:00+00,0,0,78.7,8.9,3898
2012/08/20 05:00:00+00,0,2.9,98.4,17.9,3899
2007/02/13 19:00:00+00,0.6,-0.1,89.5,8.7,3900
2017/03/25 21:00:00+00,0,0,,,3901
2008/05/23 11:00:00+00,0,532.6,51,20.7,3902
2006/09/22 01:00:00+00,0,-1.6,78.2,16.3,3903
2007/04/14 06:00:00+00,0,72.2,85.3,11.6,3904
2017/03/28 01:00:00+00,0,0,,,3905
2008/05/24 11:00:00+00,0,730.3,53.9,20.2,3906
2012/08/22 16:00:00+00,0,216,71.8,19.2,3907
2007/02/13 22:00:00+00,0,-0.5,91.7,9.6,3908
2017/04/01 14:00:00+00,0,511.9,,,3909
2012/05/22 16:00:00+00,0,410.1,65.2,20.5,3910
2006/09/22 16:00:00+00,0,133.1,63.4,19.2,3911
2007/04/14 16:00:00+00,0,194.2,42.1,22.9,3912
2017/04/02 00:00:00+00,0,0,,,3913
2008/05/27 19:00:00+00,0,20.6,76,15.1,3914
2012/08/25 02:00:00+00,0,0,98.8,16.6,3915
2007/02/15 13:00:00+00,0,205.1,57.2,12.1,3916
2017/04/05 13:00:00+00,0,458.3,,,3917
2012/05/22 22:00:00+00,0,0,91.6,13.8,3918
2006/09/23 08:00:00+00,0,297.2,82.5,17.4,3919
2007/10/30 03:00:00+00,0,-1.6,82.5,9.5,3920
2017/04/06 15:00:00+00,0,369.4,,,3921
2008/06/11 09:00:00+00,0,663.3,49.3,21.7,3922
2012/08/26 08:00:00+00,0,414.7,66.3,19.5,3923
2007/02/16 20:00:00+00,0,-2.3,80.1,8.8,3924
2017/04/07 21:00:00+00,0,0,,,3925
2012/05/25 23:00:00+00,0,0,68.5,18.4,3926
2006/10/01 04:00:00+00,,,,,3927
2007/11/01 21:00:00+00,0,-1.1,92.7,12.6,3928
2017/04/08 00:00:00+00,0,0,,,3929
2008/06/12 03:00:00+00,0,0,95.4,12.1,3930
2006/10/03 22:00:00+00,0,-3.2,80.1,10.9,3931
2007/04/30 03:00:00+00,0,-2.9,74.9,11.1,3932
2017/04/16 05:00:00+00,0,33.8,,,3933
2012/05/28 03:00:00+00,0,0.2,78.4,15.1,3934
2008/08/19 17:00:00+00,0,70,83.7,17.3,3935
2007/11/10 18:00:00+00,0,-0.5,77.2,12.7,3936
2017/04/18 00:00:00+00,0,0,,,3937
2008/06/12 23:00:00+00,0,-1.8,66,13.3,3938
2006/10/06 06:00:00+00,0.2,3.3,91.1,16.6,3939
2007/11/11 09:00:00+00,0,152.6,68.3,14,3940
2017/04/21 07:00:00+00,0,133.6,,,3941
2012/05/30 02:00:00+00,0,0,94.5,12.6,3942
2007/11/22 20:00:00+00,0,-0.8,77.1,8.7,3943
2017/04/22 06:00:00+00,0,154.7,,,3944
2008/06/17 21:00:00+00,0,-2.3,73.8,13.6,3945
2017/04/23 23:00:00+00,0,0,,,3946
2012/06/01 00:00:00+00,0,0,97.9,14.9,3947
2017/04/24 11:00:00+00,0,177.9,,,3948
2008/06/18 04:00:00+00,0,2.9,85.4,13.5,3949
2017/04/27 17:00:00+00,0,107.3,,,3950
2017/04/28 09:00:00+00,0,326.2,,,3951
2017/04/29 13:00:00+00,0,227.2,,,3952
2017/04/30 22:00:00+00,0.4,0,,,3953
2017/05/01 16:00:00+00,0,63.1,,,3954
2017/05/02 08:00:00+00,0,522,,,3955
2017/05/03 21:00:00+00,0,0,,,3956
2017/05/05 01:00:00+00,0,0,,,3957
2017/05/06 11:00:00+00,0,359.2,,,3958
2017/05/09 05:00:00+00,0,31.8,,,3959
2017/05/11 00:00:00+00,0,0,,,3960
2017/05/19 16:00:00+00,0.2,390.9,,,3961
2017/05/20 18:00:00+00,0,53,,,3962
2017/05/23 17:00:00+00,0,254.4,,,3963
2017/05/25 07:00:00+00,0,430.6,,,3964
2007/02/22 05:00:00+00,0.2,-0.7,89.3,9.8,3965
2007/02/22 16:00:00+00,0,112.4,73.8,12.6,3966
2007/02/23 06:00:00+00,0,-1,90.3,8.6,3967
2007/02/24 18:00:00+00,0,-1.8,80.9,9.5,3968
2007/03/05 11:00:00+00,0,326.6,58.9,10.7,3969
2007/03/11 01:00:00+00,0,-3.3,84.9,6.4,3970
2007/03/13 01:00:00+00,0,-2.5,83.4,7.8,3971
2007/03/13 14:00:00+00,0,473.8,52.3,13.4,3972
2007/03/20 10:00:00+00,0,508.2,41.8,7,3973
2007/03/21 08:00:00+00,0,335.1,46.3,6,3974
2007/03/22 13:00:00+00,0,152,81,9.9,3975
2007/03/26 23:00:00+00,0,-4,73.3,7.8,3976
2007/03/28 05:00:00+00,0,-0.9,96.4,3.3,3977
2007/04/01 08:00:00+00,0,315.8,72.6,8.1,3978
2007/04/08 04:00:00+00,0,-2.5,85,5.2,3979
2007/04/16 03:00:00+00,0,-0.9,89.6,12.4,3980
2007/04/21 10:00:00+00,0,587.4,46.4,18.4,3981
2006/06/13 06:00:00+00,0,152.6,72.1,16,3982
2006/06/16 04:00:00+00,0,38.3,90.8,13.1,3983
2006/06/19 22:00:00+00,0,-1.4,85.6,15.6,3984
2006/06/20 08:00:00+00,0,586.4,59.5,19.6,3985
2006/06/20 10:00:00+00,0,336.4,56.5,19.2,3986
2006/06/22 17:00:00+00,0,152.4,58.1,16,3987
2006/06/23 12:00:00+00,0,824.8,38.3,22.2,3988
2006/06/28 16:00:00+00,0,115.5,63.3,20.1,3989
2006/06/28 17:00:00+00,0,139.4,62,20.1,3990
2006/06/30 20:00:00+00,0,0.3,59.5,22.3,3991
2006/07/01 22:00:00+00,0,-3.8,60.1,21.8,3992
2006/07/04 06:00:00+00,0,270.1,58.5,21.1,3993
2006/07/09 09:00:00+00,0,277.5,73.1,18.2,3994
2006/07/12 06:00:00+00,0,264,67,18,3995
2006/07/21 10:00:00+00,0,753.3,47.3,28,3996
2006/07/21 21:00:00+00,0,-3.3,70.9,21.6,3997
2006/05/05 17:00:00+00,0,239.2,40,17.7,3998
2006/05/10 01:00:00+00,0,-1.2,93.2,10.6,3999
2006/05/10 19:00:00+00,0.2,-0.3,65.6,16.3,4000
2013/06/01 10:00:00+00,0,754.1,39.5,19.6,4001
2015/05/15 22:00:00+00,0,0,92.6,12.7,4002
2013/06/02 07:00:00+00,0,439.8,55.9,17,4003
2015/05/21 23:00:00+00,0,0,94.6,10.2,4004
2013/06/05 03:00:00+00,0,0.8,85.5,11.9,4005
2013/06/06 15:00:00+00,0,466.8,53.6,21.9,4006
2015/06/05 03:00:00+00,0,0.8,74.9,17,4007
2013/06/18 10:00:00+00,0,134.9,83.4,16,4008
2015/06/11 07:00:00+00,0,142.2,75.1,13.9,4009
2013/06/24 02:00:00+00,0,0,79.6,11.9,4010
2015/06/17 02:00:00+00,0,0,94.9,14.4,4011
2013/07/01 11:00:00+00,0,361.2,55.5,18.1,4012
2015/06/23 06:00:00+00,0,315.7,60.1,18.7,4013
2013/07/03 18:00:00+00,0,156.2,78.7,16.4,4014
2015/06/26 21:00:00+00,0,0,93.9,14.9,4015
2013/07/07 01:00:00+00,0,0,97,14.4,4016
2015/07/01 01:00:00+00,0,0,61,22.5,4017
2013/07/07 14:00:00+00,0,559.9,40.5,30.2,4018
2015/07/15 13:00:00+00,0,488.6,57.7,22.5,4019
2015/07/18 16:00:00+00,0,192,61.3,20.5,4020
2013/12/25 02:00:00+00,0,0,86.1,4.4,4021
2015/07/19 10:00:00+00,0,542.9,69.6,18.9,4022
2015/07/20 03:00:00+00,0,0,74,15.1,4023
2013/12/25 16:00:00+00,0,8.5,83.3,6.5,4024
2015/07/23 03:00:00+00,0,0,100,11.5,4025
2015/07/26 19:00:00+00,0.6,5,96.2,15.9,4026
2014/01/13 14:00:00+00,0.8,50.9,87.7,8.8,4027
2015/10/10 05:00:00+00,0,0,,,4028
2015/10/10 14:00:00+00,0,147.1,,,4029
2015/10/26 04:00:00+00,0,0,,,4030
2015/10/30 05:00:00+00,0.4,0,,,4031
2014/01/19 22:00:00+00,0,0,97.4,4.3,4032
2014/01/28 01:00:00+00,0.2,0.1,96.9,7,4033
2014/02/01 03:00:00+00,1.2,0,95.6,6.4,4034
2014/02/03 09:00:00+00,0,50.7,84.5,8,4035
2015/11/15 12:00:00+00,0,67.8,,,4036
2015/11/18 15:00:00+00,0,41.6,,,4037
2015/11/18 19:00:00+00,0,0,,,4038
2014/03/05 21:00:00+00,0,0,89.1,9.2,4039
2015/11/19 03:00:00+00,0,1.3,,,4040
2014/03/09 15:00:00+00,0,404.1,41.8,18.9,4041
2015/11/22 03:00:00+00,0,0,,,4042
2014/03/10 16:00:00+00,0,108.6,70.9,12.5,4043
2015/11/23 09:00:00+00,0,73.4,,,4044
2014/03/11 09:00:00+00,0,59.5,86.7,6.4,4045
2015/11/24 00:00:00+00,0.2,0,,,4046
2015/11/24 06:00:00+00,0,0.4,,,4047
2015/12/09 16:00:00+00,0,12.7,,,4048
2015/12/10 00:00:00+00,0,0,,,4049
2013/10/13 16:00:00+00,1,9.3,100,10.7,4050
2007/07/25 04:00:00+00,0,7.7,85.8,13.9,4051
2007/07/27 19:00:00+00,0,37,79.2,17.3,4052
2007/07/29 17:00:00+00,0,263,44.2,20.4,4053
2007/07/29 20:00:00+00,0,-1.3,61.1,15.8,4054
2007/10/05 22:00:00+00,0,-1.9,84.8,11,4055
2007/10/09 10:00:00+00,0,76.2,93.8,16.2,4056
2007/10/14 02:00:00+00,0,-0.5,82.3,14.4,4057
2007/10/14 18:00:00+00,0,-0.6,74.6,15.1,4058
2007/10/15 03:00:00+00,0,-0.4,90.8,12.3,4059
2007/10/15 06:00:00+00,0,3.4,88,13.2,4060
2007/10/24 16:00:00+00,0,7.2,65.1,11.1,4061
2007/10/27 04:00:00+00,0,-0.5,88.5,11.6,4062
2007/11/04 10:00:00+00,0,171.8,88.1,9.6,4063
2007/11/08 23:00:00+00,0,-1.5,64.8,8.5,4064
2007/11/09 06:00:00+00,0,-1.9,70.8,7.7,4065
2007/11/09 16:00:00+00,0,3.2,60,11,4066
2007/11/11 15:00:00+00,0,80.8,56.2,13.6,4067
2007/04/23 05:00:00+00,0,10.7,90.4,12.1,4068
2007/04/25 16:00:00+00,0,332.3,58.8,15.7,4069
2007/05/01 00:00:00+00,0,-3.2,64.2,11.3,4070
2007/05/02 23:00:00+00,0,-3.6,71.1,11.4,4071
2007/05/06 16:00:00+00,0,148.1,64.5,15.1,4072
2007/05/07 17:00:00+00,0,193.8,75.2,14.3,4073
2007/05/08 08:00:00+00,0,325.5,74.4,14.5,4074
2007/05/09 17:00:00+00,2.4,25.8,87.5,14.2,4075
2007/05/11 18:00:00+00,0,138.1,90.4,12,4076
2007/05/15 04:00:00+00,0,4.8,84.6,9.9,4077
2007/05/27 08:00:00+00,0.4,89,88.2,9.6,4078
2007/05/29 21:00:00+00,0,-2.9,64.7,9.4,4079
2007/06/01 17:00:00+00,,,,,4080
2007/06/02 06:00:00+00,,,,,4081
2007/06/03 21:00:00+00,,,,,4082
2007/06/06 09:00:00+00,0,763,58.2,17.5,4083
2007/06/06 20:00:00+00,0,2.1,69.5,15.9,4084
2007/06/07 09:00:00+00,0,131.2,76.4,14.5,4085
2007/06/12 02:00:00+00,0,-1,91.1,16.1,4086
2007/06/13 14:00:00+00,0.2,207.4,81.1,18.2,4087
2007/06/13 15:00:00+00,0.2,161.4,80.9,17.7,4088
2014/04/12 11:00:00+00,0,300.8,68,12.4,4089
2007/06/13 22:00:00+00,0,0.2,85.9,16,4090
2014/04/16 06:00:00+00,0,156.1,79.5,7.1,4091
2007/06/14 06:00:00+00,0,102.4,92.3,15.3,4092
2014/04/17 09:00:00+00,0,511.2,61.4,15.6,4093
2007/06/17 19:00:00+00,0,11.9,67.5,16.2,4094
2014/04/17 20:00:00+00,0,0,72.7,11.4,4095
2007/06/21 14:00:00+00,0,337.8,70,17.6,4096
2014/04/20 04:00:00+00,0,0.1,96.8,7,4097
2007/01/07 20:00:00+00,0,-1.3,88.7,11.2,4098
2014/04/23 03:00:00+00,0,0,96.2,10.4,4099
2007/01/08 14:00:00+00,0,26.7,90.4,12.3,4100
2016/03/08 12:00:00+00,0,203.5,,,4101
2007/04/04 18:00:00+00,0,18.3,61.3,10.4,4102
2007/04/09 11:00:00+00,0,743.5,47,19,4103
2007/04/17 08:00:00+00,0,305.3,54.4,12.3,4104
2007/04/17 10:00:00+00,0,589.8,48.4,14.9,4105
2007/04/18 22:00:00+00,0,-3.6,75.7,9.8,4106
2007/04/19 17:00:00+00,0,196.1,54.3,16.2,4107
2007/04/20 10:00:00+00,0,691.3,54.3,17.2,4108
2007/11/17 00:00:00+00,0,-0.7,94.2,6.5,4109
2007/11/29 22:00:00+00,0,-0.3,78.8,7.6,4110
2007/11/30 00:00:00+00,0,-0.5,76.9,8.6,4111
2007/12/02 10:00:00+00,1.8,84.8,85.3,13,4112
2007/12/06 00:00:00+00,0,-1.1,81.2,10.9,4113
2007/12/07 04:00:00+00,0.8,-0.9,64.4,10.9,4114
2007/12/12 13:00:00+00,0,112.6,69.9,7.8,4115
2007/12/13 07:00:00+00,0,-0.4,91.3,1.5,4116
2007/12/14 12:00:00+00,0,37.7,84.4,4.6,4117
2007/12/18 23:00:00+00,0,-0.4,78.4,2.5,4118
2007/12/26 02:00:00+00,0,-1.6,93.2,6.1,4119
2007/12/26 23:00:00+00,0,-0.6,88,10.1,4120
2007/12/28 00:00:00+00,0,-1.4,86.4,10.9,4121
2007/12/30 18:00:00+00,0,-0.8,94.8,7.9,4122
2008/01/05 13:00:00+00,0,130.2,75.5,8,4123
2008/01/08 14:00:00+00,0,68.3,76.7,11.3,4124
2008/01/11 03:00:00+00,0,-0.9,93.6,6.1,4125
2008/01/14 02:00:00+00,0,-1.5,86.4,7.7,4126
2008/01/16 00:00:00+00,0,-1.3,81.6,6.7,4127
2007/04/26 07:00:00+00,0,222.4,71.2,12.2,4128
2007/04/30 20:00:00+00,0,-3.2,40.6,15.8,4129
2007/05/01 08:00:00+00,0,534.8,58.1,15.1,4130
2007/05/03 01:00:00+00,0,-3.7,81.4,9.3,4131
2007/05/05 12:00:00+00,0,833.8,43,17.4,4132
2007/05/05 15:00:00+00,0,516.3,38.1,19.3,4133
2007/05/09 23:00:00+00,0,-0.3,85.8,11.8,4134
2007/05/10 20:00:00+00,0.6,-0.2,93,12.7,4135
2007/05/11 08:00:00+00,0,371.7,73.8,13,4136
2007/05/12 00:00:00+00,0,-0.9,89.6,10.8,4137
2007/05/14 13:00:00+00,0,775.2,48.8,17.2,4138
2007/05/15 08:00:00+00,0,301.5,86.8,12.8,4139
2007/05/17 11:00:00+00,0,855.5,65.4,21.4,4140
2007/05/20 02:00:00+00,0,-2,89.1,7.6,4141
2007/05/22 17:00:00+00,0,203.9,69.5,16.8,4142
2007/05/25 19:00:00+00,0,19.6,57,16.5,4143
2007/05/28 05:00:00+00,0.8,19.5,85.8,7.6,4144
2007/06/02 09:00:00+00,,,,,4145
2007/06/04 22:00:00+00,,,,,4146
2007/07/16 21:00:00+00,0,-0.9,87.6,15.6,4147
2007/07/21 14:00:00+00,0,361.3,63.3,18.6,4148
2007/07/23 12:00:00+00,0,210.4,89,16.3,4149
2007/07/24 07:00:00+00,0,416.3,60.9,19.5,4150
2007/07/25 01:00:00+00,0,-1,81.7,13.5,4151
2009/11/04 07:00:00+00,0,11.9,81.6,8.7,4152
2016/03/13 00:00:00+00,0,0,,,4153
