Date_Time,Rainfall,Solar_Energy,Relative_Humidity,Temperature,ObjectId
2011/09/20 15:00:00+00,0.6,53.7,98,15.7,14750
2014/06/21 08:00:00+00,0,582.8,54.9,20.9,14751
2007/04/03 00:00:00+00,0,-3.3,65.7,6.8,14752
2007/03/06 23:00:00+00,0,-0.9,88.7,7.3,14753
2015/05/31 02:00:00+00,1.4,0,99.9,13.8,14754
2010/08/02 16:00:00+00,0,104.3,58.3,21.7,14755
2016/08/24 14:00:00+00,0,233.3,,,14756
2016/06/19 09:00:00+00,0,301.8,,,14757
2011/09/21 23:00:00+00,0,0.5,89.5,14.9,14758
2014/06/22 00:00:00+00,0,0,69.9,16.4,14759
2007/04/06 18:00:00+00,0,26.9,48.6,15.8,14760
2007/06/24 18:00:00+00,1.6,37.5,89.3,14.4,14761
2015/05/31 11:00:00+00,0,310,74.3,14.7,14762
2010/08/04 11:00:00+00,0,707.8,59.7,23.1,14763
2016/08/28 21:00:00+00,0,0,,,14764
2016/06/20 10:00:00+00,0.2,227.9,,,14765
2011/09/27 01:00:00+00,0,0,100,13.9,14766
2014/06/23 15:00:00+00,0,611.4,37.7,28.2,14767
2007/04/11 09:00:00+00,0,401.1,56,16.2,14768
2007/06/25 07:00:00+00,3.7,51.6,94.7,12.2,14769
2015/05/31 18:00:00+00,0,118.5,62.9,12.4,14770
2010/08/10 07:00:00+00,0.2,57.3,92.7,14.1,14771
2016/09/01 00:00:00+00,0,0,,,14772
2016/06/20 14:00:00+00,0,612.8,,,14773
2011/10/10 18:00:00+00,0,0,94.7,16,14774
2014/06/26 05:00:00+00,0,41.5,74.9,15.1,14775
2007/06/30 03:00:00+00,0.2,-0.1,84.5,14.7,14776
2015/06/01 02:00:00+00,0,0,82,10.1,14777
2010/08/16 06:00:00+00,0,140,76.6,16.6,14778
2016/06/20 17:00:00+00,0,295.5,,,14779
2011/10/10 19:00:00+00,0,0,93.1,16.2,14780
2014/07/01 08:00:00+00,0,515.8,64.7,19.6,14781
2007/07/09 16:00:00+00,0,318.6,69.7,16.7,14782
2015/06/01 08:00:00+00,0,280.7,70.6,12.6,14783
2010/08/17 09:00:00+00,0,201.5,87.2,17.3,14784
2016/06/22 01:00:00+00,0,0,,,14785
2011/10/13 23:00:00+00,0,0,88.8,15.9,14786
2007/07/13 07:00:00+00,0,57.3,85.2,17.4,14787
2015/06/01 14:00:00+00,1,158.2,82,11.9,14788
2016/06/23 13:00:00+00,0,376.9,,,14789
2011/10/22 19:00:00+00,0,0,84.9,12.9,14790
2007/07/13 09:00:00+00,0,56.7,83.9,17.6,14791
2015/06/04 00:00:00+00,0,0,97,9.6,14792
2016/06/24 21:00:00+00,0,0,,,14793
2010/06/12 19:00:00+00,0,56.8,58.6,18.4,14794
2015/06/08 10:00:00+00,0,761.7,40.2,18.1,14795
2010/06/16 07:00:00+00,0,426,63.7,14.4,14796
2015/06/12 08:00:00+00,0,337.8,72.5,16.8,14797
2010/06/17 05:00:00+00,0,118.3,76.8,11.4,14798
2015/06/14 13:00:00+00,0,423.7,52.1,20.2,14799
2010/06/19 01:00:00+00,0,0,89,12.8,14800
2013/12/16 04:00:00+00,0,0,96.7,14,14801
2010/04/13 23:00:00+00,0.2,-0.9,66.8,8.9,14802
2013/12/19 11:00:00+00,0,174.6,69.3,8.9,14803
2009/10/26 20:00:00+00,0,0.2,97,13.9,14804
2013/12/20 13:00:00+00,0,150,77.3,9.9,14805
2015/03/19 10:00:00+00,0,78.8,93.6,5.1,14806
2013/12/22 17:00:00+00,0.2,0.2,93.9,5.7,14807
2010/04/19 17:00:00+00,0,160.4,52.5,15.2,14808
2018/06/11 00:00:00+00,0,0,,,14809
2009/11/12 00:00:00+00,0,-1.1,96.4,9.6,14810
2018/06/14 00:00:00+00,0,0,,,14811
2015/03/22 10:00:00+00,0,135.6,74.9,6.2,14812
2018/06/18 18:00:00+00,0,24.3,,,14813
2010/04/23 23:00:00+00,,,,,14814
2018/06/23 04:00:00+00,0,73.1,,,14815
2009/11/15 12:00:00+00,0,320.8,67,14.8,14816
2018/06/25 12:00:00+00,0,784.7,,,14817
2015/03/27 13:00:00+00,0,318.1,50.3,13.5,14818
2018/06/27 04:00:00+00,0,72.9,,,14819
2010/04/24 00:00:00+00,,,,,14820
2018/06/27 09:00:00+00,0,687.4,,,14821
2010/05/04 19:00:00+00,,,,,14822
2013/10/10 10:00:00+00,0,440,48.7,13.8,14823
2018/06/27 20:00:00+00,0,1,,,14824
2010/05/06 23:00:00+00,,,,,14825
2011/01/23 08:00:00+00,0,0,93.9,4.2,14826
2018/07/01 05:00:00+00,0,147.4,,,14827
2014/07/02 18:00:00+00,0,84.8,57,21.4,14828
2013/10/10 12:00:00+00,0,421,46.8,14.5,14829
2014/02/07 10:00:00+00,0,191.7,82.7,8.5,14830
2010/05/15 18:00:00+00,,,,,14831
2018/07/30 04:00:00+00,0,8.4,,,14832
2015/03/12 17:00:00+00,0,37.9,65,11.9,14833
2015/10/08 06:00:00+00,0,10.5,,,14834
2013/10/10 16:00:00+00,0,94.7,55.2,12,14835
2011/01/24 18:00:00+00,0,0,71.2,7.5,14836
2013/10/11 23:00:00+00,0,0,88.4,12,14837
2015/10/08 19:00:00+00,0,0,,,14838
2013/10/14 20:00:00+00,0,0,92.8,10.7,14839
2011/01/30 02:00:00+00,0,0,75,0.9,14840
2013/10/18 18:00:00+00,0.2,0,90.6,15.3,14841
2015/10/11 03:00:00+00,0,0,,,14842
2013/10/20 16:00:00+00,0,27,87,14.7,14843
2011/02/05 18:00:00+00,0,1.3,80.6,13.1,14844
2013/10/20 22:00:00+00,0,0.4,92.8,14.3,14845
2015/10/11 06:00:00+00,0,4.6,,,14846
2013/10/21 08:00:00+00,0.2,38,98.6,16.2,14847
2011/02/07 03:00:00+00,0,0,76.7,10.8,14848
2013/10/25 06:00:00+00,0,1.7,97.9,16.5,14849
2015/10/13 16:00:00+00,0,49,,,14850
2013/10/27 08:00:00+00,0,53.8,86.9,12,14851
2011/02/07 16:00:00+00,0,111.3,80.5,9,14852
2013/11/06 22:00:00+00,2.8,0,100,14.5,14853
2015/02/20 03:00:00+00,0,0,100,5.9,14854
2013/11/08 09:00:00+00,0,36.3,100,7.2,14855
2010/03/26 15:00:00+00,0,166.6,72.8,11.6,14856
2013/11/11 21:00:00+00,0,0,100,13.4,14857
2015/02/22 03:00:00+00,0,0,99.7,0.8,14858
2013/11/12 07:00:00+00,0,0,100,10.5,14859
2010/03/26 22:00:00+00,0,-0.7,89.1,9.5,14860
2013/11/27 22:00:00+00,0,0,89,10.5,14861
2015/02/24 13:00:00+00,0,428.1,54,11.1,14862
2013/11/29 06:00:00+00,0,0,95.5,9.3,14863
2010/03/28 01:00:00+00,0,-0.6,88.1,8.3,14864
2013/12/03 13:00:00+00,0,63.1,74.4,7.5,14865
2015/02/25 18:00:00+00,0,5.3,99.8,10.5,14866
2013/12/03 21:00:00+00,0,0,86,6.2,14867
2010/03/28 16:00:00+00,0,105.3,60.4,11.9,14868
2013/12/03 23:00:00+00,0,0,83.4,7,14869
2015/02/28 06:00:00+00,0,0,99.4,8.9,14870
2013/12/04 06:00:00+00,0,0,88.5,9,14871
2010/03/29 08:00:00+00,0,144.4,91.4,10.3,14872
2013/12/04 12:00:00+00,0,85.5,95,8.1,14873
2009/10/08 12:00:00+00,0,494.8,46.7,17.5,14874
2013/12/07 15:00:00+00,0,47,98.5,9.4,14875
2015/03/08 07:00:00+00,0,3,93.8,8.3,14876
2013/12/08 03:00:00+00,0,0,91.2,8.2,14877
2010/04/04 04:00:00+00,0,-0.8,88,5.1,14878
2013/12/12 08:00:00+00,0,0.5,97.7,8.6,14879
2015/03/17 19:00:00+00,0,0.7,72,9.7,14880
2018/04/21 04:00:00+00,0,1.6,,,14881
2010/10/26 22:00:00+00,0,0,88.7,14.8,14882
2011/07/14 04:00:00+00,0,86.3,85.1,12,14883
2010/08/19 01:00:00+00,0,0,88.7,14.4,14884
2018/04/21 08:00:00+00,0,390.4,,,14885
2014/05/20 16:00:00+00,0,350.1,62.2,17.7,14886
2012/01/13 12:00:00+00,0,183.4,73.1,9.3,14887
2014/02/07 22:00:00+00,0,0,96.9,7.9,14888
2014/07/03 18:00:00+00,0,132.3,77.6,20.5,14889
2010/10/28 03:00:00+00,0,0,89.1,12.3,14890
2015/03/18 02:00:00+00,0,0,99.8,3.3,14891
2018/08/01 06:00:00+00,0,131.3,,,14892
2010/11/26 03:00:00+00,0,0,85.1,0.4,14893
2010/08/19 08:00:00+00,0,274.5,72.3,17.7,14894
2018/04/21 10:00:00+00,0,201.6,,,14895
2017/05/13 13:00:00+00,0,359.1,,,14896
2010/09/20 10:00:00+00,0,596.8,69,20,14897
2014/02/11 00:00:00+00,0,0,96.9,3.7,14898
2014/07/10 14:00:00+00,0,641.5,35.2,27.8,14899
2010/10/28 13:00:00+00,0,215,71.8,17.2,14900
2015/03/19 07:00:00+00,0,8,97.3,4.1,14901
2018/08/03 20:00:00+00,0,0,,,14902
2011/07/18 16:00:00+00,0,206,87.8,15.1,14903
2010/08/22 01:00:00+00,0,0.8,98.3,17.9,14904
2018/04/23 13:00:00+00,0,568,,,14905
2014/05/22 10:00:00+00,0,224.1,79,15.7,14906
2010/09/22 22:00:00+00,0,0,90.4,17.6,14907
2014/02/11 06:00:00+00,0.2,0.3,88.3,7.3,14908
2014/07/20 22:00:00+00,0,0,90.8,19.2,14909
2010/10/31 00:00:00+00,0,0,91.7,12.2,14910
2015/03/19 15:00:00+00,0,395.6,65.1,10.6,14911
2018/08/08 16:00:00+00,0,145.1,,,14912
2010/12/03 13:00:00+00,0,234.8,68.5,3.3,14913
2010/08/24 22:00:00+00,0,0,80.4,15.7,14914
2018/04/28 16:00:00+00,0,131.5,,,14915
2017/05/17 20:00:00+00,0.2,0,,,14916
2015/01/04 14:00:00+00,0,46.9,100,4.5,14917
2014/02/13 17:00:00+00,0,20.9,81.4,5.8,14918
2014/07/29 10:00:00+00,0,657.4,39.8,28.2,14919
2010/10/31 19:00:00+00,0,0,89.4,11.5,14920
2015/03/20 18:00:00+00,0,38.7,66.6,11.7,14921
2018/08/13 16:00:00+00,0,139.9,,,14922
2011/07/24 12:00:00+00,0,463.3,65,21.8,14923
2010/08/27 17:00:00+00,0,169.8,49.8,19.5,14924
2018/04/29 08:00:00+00,0,170.2,,,14925
2014/05/23 13:00:00+00,0.2,131.2,88.6,14.6,14926
2015/01/05 05:00:00+00,0,0,99.8,7.5,14927
2014/02/14 15:00:00+00,0.2,42.4,92.8,12.3,14928
2014/08/08 18:00:00+00,0,12.4,71.4,20,14929
2010/11/07 09:00:00+00,0.2,23,95.3,4.9,14930
2015/03/23 01:00:00+00,0,0,89.3,3.8,14931
2018/08/15 23:00:00+00,0,0,,,14932
2010/12/04 13:00:00+00,0,87.5,94,6.1,14933
2010/08/28 01:00:00+00,0,0,96.2,10.5,14934
2018/04/30 06:00:00+00,0,88.4,,,14935
2017/05/18 13:00:00+00,0.2,482,,,14936
2012/02/02 20:00:00+00,0,0,66.1,-0.1,14937
2014/02/18 20:00:00+00,0,0,99.3,7.6,14938
2014/08/08 23:00:00+00,0,0,88.8,17,14939
2010/11/13 13:00:00+00,0,116,80.7,10.4,14940
2015/03/25 16:00:00+00,0,287.8,40.5,13.1,14941
2018/08/17 15:00:00+00,0,169.8,,,14942
2011/07/30 06:00:00+00,0,112.5,78.8,15.5,14943
2018/07/01 19:00:00+00,0,17,,,14944
2010/08/31 03:00:00+00,0,0,95.3,9.5,14945
2018/05/02 02:00:00+00,0,0,,,14946
2014/05/25 09:00:00+00,0,438.2,67.3,15.9,14947
2010/10/05 03:00:00+00,0,0,97.6,14.6,14948
2014/02/19 05:00:00+00,0,0,99.4,7.9,14949
2015/04/11 21:00:00+00,0,0,73.9,7.6,14950
2014/08/09 21:00:00+00,0,0.5,93,16.6,14951
2010/11/17 11:00:00+00,0.2,70,92,8.8,14952
2015/03/25 23:00:00+00,0,0,82.6,6.9,14953
2018/08/17 22:00:00+00,0,0,,,14954
2010/12/10 12:00:00+00,0,88.8,86.6,7.9,14955
2014/02/22 17:00:00+00,0,39.7,67.5,10.6,14956
2015/08/01 12:00:00+00,0,293.5,71.5,17.9,14957
2014/02/23 09:00:00+00,0,74.9,86.4,11.8,14958
2010/12/19 14:00:00+00,0,79.3,85.7,-1.7,14959
2014/02/23 20:00:00+00,0,0,81.2,11.5,14960
2015/08/06 13:00:00+00,0,700.5,50.5,22,14961
2014/02/25 18:00:00+00,0.2,6.3,84.5,8.6,14962
2010/12/19 22:00:00+00,0,0,94.1,-3.8,14963
2014/02/26 11:00:00+00,0,358.7,68.2,11.1,14964
2015/08/08 07:00:00+00,0,351.8,53.2,22.8,14965
2014/02/26 14:00:00+00,0,440.9,63.4,11.8,14966
2010/12/21 12:00:00+00,0,48,94.5,-0.1,14967
2014/03/06 02:00:00+00,0,0,90.2,9.3,14968
2015/08/08 21:00:00+00,0,0,78.8,16.3,14969
2014/03/06 16:00:00+00,1.2,60.8,98.2,10.1,14970
2015/08/16 23:00:00+00,0,0,91.4,14.5,14971
2014/03/09 02:00:00+00,0,0,60.7,12.1,14972
2010/12/25 05:00:00+00,0,0,98.9,-5,14973
2014/03/10 11:00:00+00,0,374.9,68.6,12.3,14974
2015/08/22 08:00:00+00,0,268.7,83.2,21,14975
2014/03/12 14:00:00+00,0,380.1,84.9,8.8,14976
2010/12/29 03:00:00+00,0,0,100,8.9,14977
2014/03/12 22:00:00+00,0,0,100,6.5,14978
2015/08/28 18:00:00+00,0,13.9,80.8,17,14979
2013/10/06 18:00:00+00,0,0,89.2,15.2,14980
2010/12/30 05:00:00+00,0,0,100,8.3,14981
2013/10/07 12:00:00+00,0,258.5,68,20.9,14982
2011/01/15 20:00:00+00,0,0,79.4,12.2,14983
2013/10/07 14:00:00+00,0,260.1,73.3,20.6,14984
2011/01/16 04:00:00+00,0,0,84.4,12,14985
2013/10/07 19:00:00+00,0,0,93.7,16.9,14986
2011/01/22 12:00:00+00,0.2,83.5,89.9,2.7,14987
2013/10/09 00:00:00+00,0,0,99.8,14.8,14988
2015/10/03 22:00:00+00,0,0,,,14989
2015/04/27 09:00:00+00,0,637.7,38.6,15.3,14990
2018/07/02 01:00:00+00,0,0,,,14991
2017/05/19 02:00:00+00,0.2,0,,,14992
2018/05/05 04:00:00+00,0,12.4,,,14993
2012/02/16 12:00:00+00,0,367.6,55.8,13.5,14994
2010/05/17 03:00:00+00,,,,,14995
2015/03/26 12:00:00+00,0,495.7,58,14.5,14996
2017/03/25 17:00:00+00,0,196.5,,,14997
2010/11/18 02:00:00+00,0,0,98.4,8.1,14998
2018/08/19 06:00:00+00,0,43.1,,,14999
2018/07/02 05:00:00+00,0,142.3,,,15000
2014/05/25 11:00:00+00,0,422.7,65.8,15.8,15001
2014/08/13 12:00:00+00,0,569.3,59.4,22.4,15002
2010/10/06 03:00:00+00,2.4,0,94.9,14.4,15003
2018/05/08 07:00:00+00,0,92.7,,,15004
2009/12/10 09:00:00+00,0,118.3,80.8,10,15005
2015/03/28 09:00:00+00,0,140.4,90,13.2,15006
2018/08/19 15:00:00+00,0,186.8,,,15007
2017/03/27 06:00:00+00,0,16,,,15008
2010/11/21 03:00:00+00,0,0,94.5,6.4,15009
2018/07/02 15:00:00+00,0,558.7,,,15010
2017/05/20 08:00:00+00,0,247.7,,,15011
2012/02/21 02:00:00+00,0,0,78.2,7.8,15012
2014/08/18 11:00:00+00,0,429.9,59.8,20.8,15013
2018/05/12 20:00:00+00,0,0,,,15014
2015/04/13 20:00:00+00,0,0,86.9,11.8,15015
2015/03/29 13:00:00+00,0,288.9,86.4,12.7,15016
2018/08/21 16:00:00+00,0,281.2,,,15017
2017/03/31 23:00:00+00,0,0,,,15018
2010/11/23 15:00:00+00,0,84,76,8.9,15019
2018/07/08 19:00:00+00,0,27.8,,,15020
2014/05/28 17:00:00+00,0.8,42.5,99.8,13.9,15021
2010/10/10 10:00:00+00,0,117.8,82.9,15.9,15022
2014/08/19 08:00:00+00,0,473.8,53.4,18.2,15023
2018/05/12 23:00:00+00,0,0,,,15024
2010/05/25 20:00:00+00,0,1.3,62,18.6,15025
2015/03/31 08:00:00+00,0,365.3,55.3,12.9,15026
2018/08/22 10:00:00+00,0,381.5,,,15027
2017/04/01 02:00:00+00,0.6,0,,,15028
2010/11/23 17:00:00+00,0,2.8,80.5,6.6,15029
2018/07/09 11:00:00+00,0,716.7,,,15030
2017/05/22 12:00:00+00,0,734.2,,,15031
2012/02/21 05:00:00+00,0,0,82.3,7.7,15032
2014/08/24 03:00:00+00,0.2,0,98.7,8.4,15033
2018/05/23 07:00:00+00,0,288.4,,,15034
2009/12/12 09:00:00+00,0,66.7,93.9,5.2,15035
2015/04/02 18:00:00+00,0,1.9,98.9,10.4,15036
2018/08/22 15:00:00+00,0,272,,,15037
2017/04/01 03:00:00+00,0.8,0,,,15038
2012/06/11 10:00:00+00,0.2,319.3,89.5,14.1,15039
2018/07/09 21:00:00+00,0,0,,,15040
2014/06/01 16:00:00+00,0,291.4,64.6,19,15041
2011/05/18 10:00:00+00,0.2,165.3,93.5,15.3,15042
2010/10/10 23:00:00+00,0,0,87,12.1,15043
2014/08/25 12:00:00+00,0,94.3,100,16.8,15044
2018/05/27 07:00:00+00,1,33.2,,,15045
2015/04/22 13:00:00+00,0,638.9,47.5,18.2,15046
2015/04/03 02:00:00+00,0,0,100,9.5,15047
2015/04/27 23:00:00+00,0,0,94.3,5.7,15048
2018/08/23 20:00:00+00,0,0,,,15049
2017/04/02 02:00:00+00,0,0,,,15050
2012/06/18 17:00:00+00,0,259.3,61.7,17.6,15051
2018/07/11 08:00:00+00,0,567.9,,,15052
2017/05/24 20:00:00+00,0,0,,,15053
2010/01/31 06:00:00+00,,,,,15054
2012/02/25 18:00:00+00,0,11.3,80.1,10.2,15055
2014/08/25 16:00:00+00,0,169.1,97.6,18.8,15056
2018/05/28 19:00:00+00,0,19.7,,,15057
2010/05/27 01:00:00+00,0,1,92.5,11.7,15058
2015/04/11 17:00:00+00,0,134.4,61.9,10.3,15059
2015/05/01 19:00:00+00,0,0.8,53,11.7,15060
2017/04/06 03:00:00+00,0,0,,,15061
2017/09/11 14:00:00+00,0,274.4,,,15062
2012/06/22 06:00:00+00,0.2,73.1,94.6,13.5,15063
2018/07/12 18:00:00+00,0,62.1,,,15064
2014/06/02 20:00:00+00,0,0,98.1,14.5,15065
2011/05/30 03:00:00+00,0.2,1.5,96.5,14.2,15066
2014/08/27 05:00:00+00,0,29.2,96.2,12.5,15067
2010/10/12 05:00:00+00,0,0,85.6,9.8,15068
2018/06/01 06:00:00+00,0,306.3,,,15069
2009/12/13 08:00:00+00,0,11.5,91.2,4,15070
2015/04/12 13:00:00+00,0,128.1,65.9,14.6,15071
2015/05/02 06:00:00+00,0,20.4,77,7.8,15072
2017/04/09 01:00:00+00,0,0,,,15073
2017/11/23 13:00:00+00,0,126.1,,,15074
2012/06/26 13:00:00+00,0.2,191.8,90.8,19.7,15075
2018/06/04 20:00:00+00,0,0,,,15076
2012/06/27 02:00:00+00,0,0,100,15.8,15077
2018/08/27 13:00:00+00,0,248.9,,,15078
2012/07/03 09:00:00+00,0,42,96.1,16.3,15079
2018/08/29 04:00:00+00,0,0,,,15080
2012/07/12 13:00:00+00,0.6,106.9,89,13.9,15081
2018/08/31 10:00:00+00,0,606.2,,,15082
2012/07/13 23:00:00+00,0,0.2,97.8,14.7,15083
2018/09/03 15:00:00+00,0,169.3,,,15084
2012/07/22 00:00:00+00,0,0,81.8,15.6,15085
2018/09/05 00:00:00+00,0,0,,,15086
2012/07/24 12:00:00+00,0,719.6,22.6,30.5,15087
2018/09/05 12:00:00+00,0,298.4,,,15088
2012/07/27 05:00:00+00,0,42.4,92,18.2,15089
2018/09/05 21:00:00+00,0,0,,,15090
2012/07/31 03:00:00+00,0,0.5,99.2,13.5,15091
2018/09/07 18:00:00+00,0,3.3,,,15092
2012/08/01 00:00:00+00,0,0,92.1,16.7,15093
2010/02/03 07:00:00+00,0.2,0.5,98.3,2.6,15094
2012/03/02 07:00:00+00,0,0.9,100,4.8,15095
2017/05/31 11:00:00+00,0,236.6,,,15096
2018/07/21 10:00:00+00,0,604.1,,,15097
2015/05/05 18:00:00+00,0,24.9,73.3,12.8,15098
2017/12/06 17:00:00+00,0,0,,,15099
2015/04/15 09:00:00+00,0,555.9,75.9,15.9,15100
2015/05/01 02:00:00+00,0,0,79.2,7.3,15101
2014/08/27 15:00:00+00,0,120.8,95.1,17.6,15102
2011/06/08 04:00:00+00,0,97.8,84.9,11.7,15103
2010/10/15 02:00:00+00,0,0,91.1,10.1,15104
2017/06/01 07:00:00+00,0.2,317.1,,,15105
2018/07/23 18:00:00+00,0,111.6,,,15106
2017/04/10 16:00:00+00,0,263.4,,,15107
2015/05/06 22:00:00+00,0,0.4,98.2,10.8,15108
2018/03/16 14:00:00+00,0,349.7,,,15109
2015/04/15 15:00:00+00,0,427.1,53.6,20.5,15110
2010/05/30 13:00:00+00,0,663.8,35,20.4,15111
2015/02/14 08:00:00+00,0.4,17.4,100,5.1,15112
2010/02/12 10:00:00+00,0,134.8,81.2,4.2,15113
2012/03/07 01:00:00+00,0.6,0.1,88.7,7.5,15114
2010/01/11 03:00:00+00,0,-0.5,93.2,1.3,15115
2018/07/29 18:00:00+00,0,63.5,,,15116
2017/04/10 20:00:00+00,0,0,,,15117
2013/12/31 10:00:00+00,0.8,14,99.7,6.9,15118
2018/03/20 07:00:00+00,0,37.5,,,15119
2015/04/18 11:00:00+00,0,685.8,44.5,14.7,15120
2009/12/16 04:00:00+00,0,-1.7,91,1.7,15121
2015/02/16 13:00:00+00,0,109.5,97.1,8.5,15122
2011/06/12 23:00:00+00,0,0,95.9,15.7,15123
2010/10/17 13:00:00+00,0,432,38.1,17.1,15124
2010/01/11 06:00:00+00,0,-0.3,93.5,1.3,15125
2017/04/11 09:00:00+00,0,439,,,15126
2014/01/01 04:00:00+00,0,0,86.6,8.8,15127
2018/03/26 09:00:00+00,0,476,,,15128
2015/04/18 22:00:00+00,0,0,74.2,8.8,15129
2015/02/17 09:00:00+00,0,129.3,73.6,6.5,15130
2010/02/18 16:00:00+00,0,11.8,98.3,1.6,15131
2012/03/09 21:00:00+00,0,0,98.9,10.1,15132
2010/01/11 22:00:00+00,0,-0.5,85.8,1,15133
2017/04/12 17:00:00+00,0,26.4,,,15134
2014/01/02 08:00:00+00,0,0.1,93.7,7.4,15135
2018/03/26 13:00:00+00,0,416.8,,,15136
2015/04/19 08:00:00+00,0,342.9,66.3,7.3,15137
2015/02/18 22:00:00+00,0,0,80.7,8.2,15138
2011/06/14 00:00:00+00,0,0,98.1,10.8,15139
2010/10/17 22:00:00+00,0,0,85.9,7.4,15140
2009/10/01 20:00:00+00,0,-2.2,65.9,13.2,15141
2017/04/14 16:00:00+00,0,105.3,,,15142
2014/01/03 11:00:00+00,0,56.9,76.7,7.7,15143
2018/04/09 20:00:00+00,0,0,,,15144
2015/04/22 00:00:00+00,0,0,69.7,10.4,15145
2015/03/01 14:00:00+00,0,113.8,62.1,11.1,15146
2010/02/18 23:00:00+00,0,-1,94.6,1.4,15147
2012/03/09 22:00:00+00,0,0,99.1,10.1,15148
2010/01/19 13:00:00+00,0,199.6,82.4,7.3,15149
2017/04/15 11:00:00+00,0,451,,,15150
2014/01/14 11:00:00+00,0,182.6,76.1,8.1,15151
2018/04/12 04:00:00+00,0,0,,,15152
2015/04/22 02:00:00+00,0,0,76,8.8,15153
2015/03/02 00:00:00+00,0,0,94.8,5,15154
2011/06/16 13:00:00+00,0,557.3,54.9,17.6,15155
2010/10/21 09:00:00+00,0,160,77.9,8.7,15156
2011/05/10 10:00:00+00,0,478.5,58.5,17.8,15157
2017/04/22 03:00:00+00,0,0,,,15158
2014/01/15 12:00:00+00,0.8,48,99.1,10.8,15159
2018/04/19 01:00:00+00,0,0,,,15160
2015/04/25 04:00:00+00,0,0.8,100,11.9,15161
2015/03/02 16:00:00+00,0,250.1,59.5,8.3,15162
2010/02/19 22:00:00+00,0,-1.9,84.5,1.7,15163
2010/10/22 03:00:00+00,0,0,99.7,5.6,15164
2011/05/13 21:00:00+00,0,0,86.7,10.4,15165
2017/04/28 21:00:00+00,0,0,,,15166
2014/01/16 07:00:00+00,0,0,94.8,6.8,15167
2018/04/20 17:00:00+00,0,124.2,,,15168
2015/04/26 07:00:00+00,0,91.7,93.7,6.9,15169
2015/03/06 00:00:00+00,0,0,76.9,8.3,15170
2011/06/16 16:00:00+00,0,377.5,59.8,15.8,15171
2010/10/24 03:00:00+00,0,0,96.7,7.3,15172
2010/01/23 10:00:00+00,0,76.4,90.7,5.5,15173
2014/05/06 04:00:00+00,0,6.7,100,11.1,15174
2014/01/16 09:00:00+00,0.2,8.3,96.9,6.8,15175
2015/03/07 15:00:00+00,0,378.9,64.6,16.3,15176
2010/02/24 11:00:00+00,0.2,206.6,83.6,10.1,15177
2017/05/02 16:00:00+00,0,184.2,,,15178
2014/01/17 16:00:00+00,0,38.9,84.8,9.1,15179
2011/06/21 08:00:00+00,0,451,73.2,17.8,15180
2014/01/19 19:00:00+00,0,0,89,5.4,15181
2010/02/27 11:00:00+00,0,81.6,77.7,9,15182
2014/01/27 14:00:00+00,0.6,90.5,91.4,7.2,15183
2011/06/23 10:00:00+00,0,733.5,59.4,18.7,15184
2014/01/27 15:00:00+00,0,56.5,90.7,7.4,15185
2010/03/07 06:00:00+00,0,3.1,80.7,-2.2,15186
2014/01/29 15:00:00+00,0,19.9,89.8,6.5,15187
2011/06/27 07:00:00+00,0,559.5,56.9,27.1,15188
2014/01/29 21:00:00+00,0,0,98.1,4.1,15189
2010/03/08 22:00:00+00,0,-1.3,60.1,4.7,15190
2014/01/30 08:00:00+00,0,0.3,97,3.7,15191
2011/06/30 00:00:00+00,0,0,86.2,12.1,15192
2014/02/01 12:00:00+00,0,161.7,74.2,7.4,15193
2010/03/12 10:00:00+00,0,146.6,71.4,8.8,15194
2014/02/02 08:00:00+00,0,5.4,90.1,5.6,15195
2011/07/06 12:00:00+00,0.4,276.5,74.8,17.3,15196
2014/02/05 19:00:00+00,0.2,0,73,9.8,15197
2011/07/10 19:00:00+00,0,7,75.5,18,15198
2014/02/06 02:00:00+00,0.4,0.2,89.1,7.9,15199
2010/11/25 18:00:00+00,0,0,64.7,3.5,15200
2012/05/03 04:00:00+00,0.4,0.3,98.4,8.1,15201
2017/08/01 00:00:00+00,0,0,,,15202
2017/10/02 00:00:00+00,0,0,,,15203
2012/05/06 10:00:00+00,0,609.1,42.2,13.4,15204
2011/12/19 19:00:00+00,0,0,99,9.5,15205
2017/10/02 20:00:00+00,0,0,,,15206
2017/08/01 15:00:00+00,0,345.8,,,15207
2012/05/08 23:00:00+00,0,0,91.9,10.2,15208
2011/12/19 23:00:00+00,0,0,88.9,9.1,15209
2013/09/24 20:00:00+00,0,0,100,15.6,15210
2017/08/09 01:00:00+00,0,0,,,15211
2012/05/11 02:00:00+00,0,0,82.3,11.5,15212
2011/12/24 08:00:00+00,0,0,88.4,6.4,15213
2017/10/06 16:00:00+00,0,36.2,,,15214
2017/08/12 00:00:00+00,0.2,0,,,15215
2012/05/15 07:00:00+00,0,347.6,66.2,10.2,15216
2009/07/22 02:00:00+00,0,-1,87.9,15.1,15217
2017/10/08 11:00:00+00,0,250.8,,,15218
2017/08/17 22:00:00+00,0,0,,,15219
2012/05/17 05:00:00+00,0,49.3,89.8,8.9,15220
2009/07/24 20:00:00+00,,,,,15221
2012/09/02 12:00:00+00,0,164.8,85.1,19.9,15222
2017/08/19 09:00:00+00,0,439.6,,,15223
2009/04/21 03:00:00+00,0,-1.8,93.6,7.6,15224
